ITEMNO.,UPC,WATTS,LUMENS,COLOR TEMP,"NON STOCKING DIST.
OR ANY QUANTITY","STOCKING DIST.
OR
$2500 MIN.","WIP
OR
$5000 MIN.","MSRP
PRICE","IMAP
PRICE"
LCFF-18-MCT5-BR,845060063806,35W,1800LM,27K/30K/35K/40K/50K,104.98,95.94,86.90,152.78,133.74
LCFF-22-MCT5-BR,845060063813,45W,2100LM,27K/30K/35K/40K/50K,139.98,126.94,114.90,201.78,176.74
LCFF-15-MCT5-BN,845060063820,25W,1400LM,27K/30K/35K/40K/50K,69.98,63.94,56.90,101.78,88.74
LCFF-18-MCT5-BN,845060063837,35W,1800LM,27K/30K/35K/40K/50K,104.98,95.94,86.90,152.78,133.74
LCFF-22-MCT5-BN,845060063844,45W,2100LM,27K/30K/35K/40K/50K,139.98,126.94,114.90,201.78,176.74
LCF-ROD-5-BR,845060063851,N/A,N/A,N/A,5.33,4.22,3.10,6.69,5.85
LCF-ROD-12-BR,845060063868,N/A,N/A,N/A,6.40,5.29,4.17,8.78,7.74
LCF-ROD-24-BR,845060063875,N/A,N/A,N/A,7.47,6.36,5.24,10.78,8.74
LCF-ROD-36-BR,845060063882,N/A,N/A,N/A,8.54,7.43,6.31,11.78,10.74
LCF-ROD-48-BR,845060063899,N/A,N/A,N/A,9.61,8.50,7.38,13.78,11.74
LCF-ROD-5-BN,845060063912,N/A,N/A,N/A,6.40,5.29,4.17,8.78,7.74
LCF-ROD-12-BN,845060063929,N/A,N/A,N/A,7.47,6.36,5.24,10.78,8.74
LCF-ROD-24-BN,845060063936,N/A,N/A,N/A,8.54,7.43,6.31,11.78,10.74
LCF-ROD-36-BN,845060063943,N/A,N/A,N/A,9.61,8.50,7.38,13.78,11.74
LCF-ROD-48-BN,845060063950,N/A,N/A,N/A,10.68,9.57,8.45,15.78,13.74
LCF-CANOPY-S-BR,845060063905,N/A,N/A,N/A,10.68,9.57,8.45,15.78,13.74
LCF-CANOPY-S-BN,845060063967,N/A,N/A,N/A,14.96,12.78,11.66,20.78,17.74
LFCF-SK10-BR,845060072358,N/A,N/A,N/A,38.98,34.94,30.90,55.78,48.74
LFCF-SK10-BN,845060072365,N/A,N/A,N/A,39.98,35.94,31.90,57.78,49.74
LCFA-MCT5-BK,845060063974,25W,1300LM,27K/30K/35K/40K/50K,45.98,41.94,37.90,66.78,58.74
LCFA-MCT5-WH,845060063981,25W,1300LM,27K/30K/35K/40K/50K,45.98,41.94,37.90,66.78,58.74
LCFB-1L-MCT5,845060063998,12W,810LM,27K/30K/35K/40K/50K,38.98,34.94,30.90,55.78,48.74
LCFB-3LR-MCT5,845060064001,36W,2430LM,27K/30K/35K/40K/50K,87.98,79.94,71.90,126.78,110.74
LCFB-3LS-MCT5,845060064018,36W,2430LM,27K/30K/35K/40K/50K,99.98,89.94,81.90,142.78,124.74
LCFH-1L-MCT5,845060064025,12W,810LM,27K/30K/35K/40K/50K,45.98,41.94,37.90,66.78,58.74
LCFH-3LR-MCT5,845060064032,36W,2430LM,27K/30K/35K/40K/50K,117.98,106.94,97.90,169.78,148.74
LCFH-3LS-MCT5,845060064049,36W,2430LM,27K/30K/35K/40K/50K,127.98,115.94,104.90,184.78,160.74
LLHB4-50W-40K-D-480V,845060073379,50W,7750LM,4000K,195.98,177.94,161.90,282.78,246.74
LLHB4-50W-50K-D-480V,845060073386,50W,7750LM,5000K,195.98,177.94,161.90,282.78,246.74
LLHB4-100W-40K-D-480V,845060073393,100W,15500LM,4000K,203.98,183.94,166.90,292.78,255.74
LLHB4-100W-50K-D-480V,845060073409,100W,15500LM,5000K,203.98,183.94,166.90,292.78,255.74
LLHB4-150W-40K-D-480V,845060073416,150W,23250LM,4000K,240.98,218.94,197.90,347.78,303.74
LLHB4-150W-50K-D-480V,845060073423,150W,23250LM,5000K,240.98,218.94,197.90,347.78,303.74
LLHB4-200W-MP-40K-D-480V,845060078695,100W/150W/200W,155LM/W,4000K,299.98,271.94,247.90,431.78,377.74
LLHB4-200W-MP-50K-D-480V,845060078701,100W/150W/200W,155LM/W,5000K,299.98,271.94,247.90,431.78,377.74
LLHB4-300W-40K-D-480V,845060073454,300W,46500LM,4000K,470.98,427.94,388.90,679.78,593.74
LLHB4-300W-50K-D-480V,845060073461,300W,46500LM,5000K,470.98,427.94,388.90,679.78,593.74
LLHB4-300W-MP-40K-D-480V,845060078718,200W/250W/300W,155LM/W,4000K,470.98,427.94,388.90,679.78,593.74
LLHB4-300W-MP-50K-D-480V,845060078725,200W/250W/300W,155LM/W,5000K,470.98,427.94,388.90,679.78,593.74
LLHB4-410W-50K-D-480V,845060073478,410W,53300LM,5000K,516.98,469.94,426.90,746.78,652.74
LLHB4-500W-50K-D-480V,845060073485,500W,62500LM,5000K,635.98,577.94,525.90,917.78,802.74
LLHB-120W-50K-D-480V,845060073515,100W,15500LM,5000K,243.98,221.94,201.90,352.78,308.74
LLHB-120W-40K-D-480V,845060073522,100W,15500LM,4000K,243.98,221.94,201.90,352.78,308.74
LLHB-180W-50K-D-480V,845060073539,150W,23250LM,5000K,294.98,267.94,242.90,425.78,371.74
LLHB-180W-40K-D-480V,845060073546,150W,23250LM,4000K,294.98,267.94,242.90,425.78,371.74
LLHB-240W-50K-D-480V,845060073553,220W,33000LM,5000K,432.98,392.94,356.90,623.78,545.74
LLHB-240W-40K-D-480V,845060073560,220W,30000LM,4000K,432.98,392.94,356.90,623.78,545.74
CL-EHL-12W-30K-E26,845060058697,12W,1500LM,3000K,17.98,14.94,12.90,23.78,20.74
CL-EHL-12W-50K-E26,845060058703,12W,1860LM,5000K,17.98,14.94,12.90,23.78,20.74
CL-EHL-18W-30K-E26,845060058710,18W,2250LM,3000K,19.98,17.94,14.90,28.78,24.74
CL-EHL-18W-50K-E26,845060058727,18W,2610LM,5000K,19.98,17.94,14.90,28.78,24.74
CL-EHL-27W-30K-E26,845060058734,27W,3375LM,3000K,20.98,18.94,15.90,30.78,25.74
CL-EHL-27W-50K-E26,845060058741,27W,4185LM,5000K,20.98,18.94,15.90,30.78,25.74
CL-EHL-36W-30K-E26,845060058758,36W,4500LM,3000K,29.98,26.94,23.90,42.78,36.74
CL-EHL-36W-50K-E26,845060058765,36W,5580LM,5000K,29.98,26.94,23.90,42.78,36.74
CL-EHL-36W-30K-E39,845060058772,36W,4500LM,3000K,31.98,27.94,24.90,44.78,38.74
CL-EHL-36W-50K-E39,845060058789,36W,5580LM,5000K,31.98,27.94,24.90,44.78,38.74
CL-EHL-45W-30K-E39,845060058796,45W,5625LM,3000K,32.98,28.94,25.90,45.78,39.74
CL-EHL-45W-50K-E39,845060058802,45W,6975LM,5000K,32.98,28.94,25.90,45.78,39.74
CL-EHL-54W-30K-E39,845060058819,54W,6750LM,3000K,34.98,30.94,27.90,49.78,42.74
CL-EHL-54W-50K-E39,845060058826,54W,8370LM,5000K,34.98,30.94,27.90,49.78,42.74
CL-EHL-75W-30K-E39,845060058833,75W,9375LM,3000K,56.98,51.94,45.90,82.78,71.74
CL-EHL-75W-50K-E39,845060058840,75W,11625LM,5000K,56.98,51.94,45.90,82.78,71.74
CL-EHL-100W-30K-E39,845060058857,100W,12500LM,3000K,68.98,61.94,55.90,98.78,84.74
CL-EHL-100W-50K-E39,845060058864,100W,15500LM,5000K,68.98,61.94,55.90,98.78,84.74
CL-EHL-120W-30K-E39,845060058871,120W,15600LM,3000K,75.98,68.94,61.90,109.78,94.74
CL-EHL-120W-50K-E39,845060058888,120W,17400LM,5000K,75.98,68.94,61.90,109.78,94.74
FDL-10-MCT5,845060062786,12W,900LM,27K/30K/35K/40K/50K,32.98,28.94,25.90,45.78,39.74
FDL-12-MCT5,845060062793,16W,1200LM,27K/30K/35K/40K/50K,34.98,30.94,27.90,49.78,42.74
FDL-14-MCT5,845060062809,20W,1500LM,27K/30K/35K/40K/50K,45.98,41.94,37.90,66.78,57.74
FDL-16-MCT5,845060062816,24W,1800LM,27K/30K/35K/40K/50K,51.98,45.94,41.90,72.78,62.74
DLSE4-MCT,845060063264,9W,540LM,3000K/4000K/5000K,9.61,8.50,7.74,13.78,11.74
DLSE6-MCT,845060063257,15W,1000LM,3000K/4000K/5000K,11.75,10.64,8.77,16.78,14.74
FMD-11-MCT5-BN,845060062847,20W,1500LM,27K/30K/35K/40K/50K,27.98,24.94,22.90,39.78,34.74
FMD-11-MCT5-ORB,845060062823,20W,1500LM,27K/30K/35K/40K/50K,25.98,22.94,20.90,36.78,31.74
FMD-11-MCT5-WH,845060062861,20W,1500LM,27K/30K/35K/40K/50K,23.98,21.34,18.90,33.78,29.74
FMD-13-MCT5-BN,845060062854,24W,1800LM,27K/30K/35K/40K/50K,35.98,32.94,28.90,52.78,45.74
FMD-13-MCT5-ORB,845060062830,24W,1800LM,27K/30K/35K/40K/50K,32.98,28.94,25.90,45.78,39.74
FMD-13-MCT5-WH,845060062878,24W,1800LM,27K/30K/35K/40K/50K,32.98,28.94,25.90,45.78,39.74
FSL-11-MCT5,845060062755,16W,1200LM,27K/30K/35K/40K/50K,27.98,24.94,22.90,39.78,34.74
FSL-13-MCT5,845060062762,20W,1500LM,27K/30K/35K/40K/50K,37.98,33.94,29.90,53.78,46.74
FSL-15-MCT5,845060062779,24W,1800LM,27K/30K/35K/40K/50K,45.98,41.94,37.90,66.78,57.74
LTRD-2X2-MCTP,845060062700,25W/30W/35W,125LM/W,3500K/4000K/5000K,60.98,57.94,54.90,92.78,79.74
LTRD-2X4-MCTP,845060062717,30W/40W/50W,125LM/W,3500K/4000K/5000K,90.98,86.94,82.90,138.78,118.74
LVA-24-MCT5-BN,845060063714,20W,1400LM,27K/30K/35K/40K/50K,91.98,83.94,75.90,133.78,118.74
LVA-36-MCT5-BN,845060063721,30W,2100LM,27K/30K/35K/40K/50K,111.98,100.94,90.90,160.78,142.74
LVC-24-MCT5-BN,845060063677,16W,1120LM,27K/30K/35K/40K/50K,55.98,50.94,44.90,80.78,71.74
LVC-36-MCT5-BN,845060063684,24W,1680LM,27K/30K/35K/40K/50K,72.98,65.94,58.90,104.78,92.74
LVD-24-MCT5-BN,845060063646,16W,1300LM,27K/30K/35K/40K/50K,51.98,45.94,41.90,72.78,64.74
LVD-36-MCT5-BN,845060063653,24W,2000LM,27K/30K/35K/40K/50K,70.98,64.94,57.90,103.78,91.74
LVD-48-MCT5-BN,845060063660,32W,2700LM,27K/30K/35K/40K/50K,89.98,81.94,73.90,130.78,115.74
LVG-24-MCT5-BN,845060063691,18W,1300LM,27K/30K/35K/40K/50K,57.98,52.94,46.90,84.78,74.74
LVG-36-MCT5-BN,845060063707,30W,2000LM,27K/30K/35K/40K/50K,73.98,66.94,59.90,106.78,94.74
BOL-44-R-L-C-MCTP-BK,845060064056,12~22W,130LM/W,30K/40K/50K,219.98,198.94,180.90,315.78,280.74
BOL-44-R-L-C-MCTP-BR,845060064063,12~22W,130LM/W,30K/40K/50K,219.98,198.94,180.90,315.78,280.74
BOL-44-R-C-C-MCTP-BK,845060074819,12~22W,130LM/W,30K/40K/50K,210.98,191.94,173.90,304.78,270.74
BOL-44-R-C-C-MCTP-BR,845060074826,12~22W,130LM/W,30K/40K/50K,210.98,191.94,173.90,304.78,270.74
BOL-44-R-C-F-MCTP-BK,845060074833,12~22W,130LM/W,30K/40K/50K,225.98,204.94,185.90,325.78,288.74
BOL-44-R-C-F-MCTP-BR,845060074840,12~22W,130LM/W,30K/40K/50K,225.98,204.94,185.90,325.78,288.74
BOL-42-R-C-C-MCTP-BK,845060064070,12~22W,130LM/W,30K/40K/50K,202.98,182.94,165.90,290.78,257.74
BOL-42-R-C-C-MCTP-BR,845060064087,12~22W,130LM/W,30K/40K/50K,202.98,182.94,165.90,290.78,257.74
BOL-42-R-C-F-MCTP-BK,845060074857,12~22W,130LM/W,30K/40K/50K,233.98,211.94,192.90,336.78,298.74
BOL-42-R-C-F-MCTP-BR,845060074864,12~22W,130LM/W,30K/40K/50K,233.98,211.94,192.90,336.78,298.74
BOL-42-S-C-C-MCTP-BK,845060064094,12~22W,130LM/W,30K/40K/50K,232.98,210.94,191.90,334.78,297.74
BOL-42-S-C-C-MCTP-BR,845060064100,12~22W,130LM/W,30K/40K/50K,232.98,210.94,191.90,334.78,297.74
CRLC-EGN-40W-MCTP-D,845060061697,40W MAX,3200LM MAX,27K/30K/35K/40K/50K,65.98,58.94,58.94,93.78,82.74
CRLC-TRM-4A,845060061574,N/A,N/A,N/A,17.09,17.09,17.09,27.78,24.74
CRLC-TRM-4A-WH,845060061635,N/A,N/A,N/A,18.63,18.63,18.63,29.78,26.74
CRLC-TRM-4S,845060061598,N/A,N/A,N/A,20.20,20.20,20.20,32.78,28.74
CRLC-TRM-4S-WH,845060061659,N/A,N/A,N/A,21.75,21.75,21.75,34.78,30.74
CRLC-TRM-4SA,845060061611,N/A,N/A,N/A,23.30,23.30,23.30,37.78,32.74
CRLC-TRM-4SA-WH,845060061673,N/A,N/A,N/A,27.97,27.97,27.97,44.78,39.74
CRLC-TRM-6A,845060061581,N/A,N/A,N/A,20.20,20.20,20.20,32.78,28.74
CRLC-TRM-6A-WH,845060061642,N/A,N/A,N/A,21.98,21.98,21.98,34.78,30.74
CRLC-TRM-6S,845060061604,N/A,N/A,N/A,21.98,21.98,21.98,34.78,30.74
CRLC-TRM-6S-WH,845060061666,N/A,N/A,N/A,23.98,23.98,23.98,38.78,33.74
CRLC-TRM-6SA,845060061628,N/A,N/A,N/A,26.98,26.98,26.98,42.78,37.74
CRLC-TRM-6SA-WH,845060061680,N/A,N/A,N/A,27.98,27.98,27.98,44.78,39.74
T8-HL-8FT-SPLIT-42W-40K-C,845060062540,42W,6000LM,4000K,15.98,14.94,13.90,23.78,20.74
T8-HL-8FT-SPLIT-42W-40K-F,845060062557,42W,5500LM,4000K,15.98,14.94,13.90,23.78,20.74
T8-HL-8FT-SPLIT-42W-50K-C,845060062564,42W,6000LM,5000K,15.98,14.94,13.90,23.78,20.74
T8-HL-8FT-SPLIT-42W-50K-F,845060062571,42W,5500LM,5000K,15.98,14.94,13.90,23.78,20.74
T8-R17D-CONV,845060062694,N/A,N/A,N/A,1.07,1.07,1.07,1.70,1.46
TC-FML-8-14W-RGBW-WIFI,845060058512,14W,980LM,RGBW,51.98,51.98,51.98,82.78,71.74
TC-FML-10-17W-RGBW-WIFI,845060058529,17W,1190LM,RGBW,59.98,59.98,59.98,95.78,82.74
TC-FML-12-22W-RGBW-WIFI,845060058536,22W,1540LM,RGBW,70.98,70.98,70.98,112.78,97.74
TC-FML-14-26W-RGBW-WIFI,845060058543,26W,1820LM,RGBW,82.98,82.98,82.98,131.78,113.74
T8-EZ6-GS-2FT-10W-30K-C,845060061802,10W,1250LM,3000K,5.55,5.20,4.84,8.78,7.74
T8-EZ6-GS-2FT-10W-30K-F,845060061819,10W,1200LM,3000K,5.55,5.20,4.84,8.78,7.74
T8-EZ6-GS-2FT-10W-35K-C,845060061826,10W,1250LM,3500K,5.55,5.20,4.84,8.78,7.74
T8-EZ6-GS-2FT-10W-35K-F,845060061833,10W,1200LM,3500K,5.55,5.20,4.84,8.78,7.74
T8-EZ6-GS-2FT-10W-40K-C,845060061840,10W,1250LM,4000K,5.55,5.20,4.84,8.78,7.74
T8-EZ6-GS-2FT-10W-40K-F,845060061857,10W,1200LM,4000K,5.55,5.20,4.84,8.78,7.74
T8-EZ6-GS-2FT-10W-50K-C,845060061864,10W,1250LM,5000K,5.55,5.20,4.84,8.78,7.74
T8-EZ6-GS-2FT-10W-50K-F,845060061871,10W,1200LM,5000K,5.55,5.20,4.84,8.78,7.74
T8-EZ6-GS-3FT-12W-40K-C,845060062243,12W,1600LM,4000K,7.20,6.75,6.25,10.78,9.74
T8-EZ6-GS-3FT-12W-40K-F,845060062250,12W,1560LM,4000K,7.20,6.75,6.25,10.78,9.74
T8-EZ6-GS-3FT-12W-50K-C,845060062267,12W,1600LM,5000K,7.20,6.75,6.25,10.78,9.74
T8-EZ6-GS-3FT-12W-50K-F,845060062274,12W,1560LM,5000K,7.20,6.75,6.25,10.78,9.74
T8-EZ6-GS-4FT-15W-30K-C,845060061888,15W,1875LM,3000K,5.50,4.95,4.75,7.86,6.77
T8-EZ6-GS-4FT-15W-30K-F,845060061895,15W,1800LM,3000K,5.50,4.95,4.75,7.86,6.77
T8-EZ6-GS-4FT-15W-35K-C,845060061901,15W,1875LM,3500K,5.50,4.95,4.75,7.86,6.77
T8-EZ6-GS-4FT-15W-35K-F,845060061918,15W,1800LM,3500K,5.50,4.95,4.75,7.86,6.77
T8-EZ6-GS-4FT-15W-40K-C,845060061925,15W,1875LM,4000K,5.50,4.95,4.75,7.86,6.77
T8-EZ6-GS-4FT-15W-40K-F,845060061932,15W,1800LM,4000K,5.50,4.95,4.75,7.86,6.77
T8-EZ6-GS-4FT-15W-50K-C,845060061949,15W,1875LM,5000K,5.50,4.95,4.75,7.86,6.77
T8-EZ6-GS-4FT-15W-50K-F,845060061956,15W,1800LM,5000K,5.50,4.95,4.75,7.86,6.77
T8-EZ6-GS-4FT-18W-30K-C,845060061963,18W,2250LM,3000K,5.90,5.20,4.84,8.78,7.74
T8-EZ6-GS-4FT-18W-30K-F,845060061970,18W,2160LM,3000K,5.90,5.20,4.84,8.78,7.74
T8-EZ6-GS-4FT-18W-35K-C,845060061987,18W,2250LM,3500K,5.90,5.20,4.84,8.78,7.74
T8-EZ6-GS-4FT-18W-35K-F,845060061994,18W,2160LM,3500K,5.90,5.20,4.84,8.78,7.74
T8-EZ6-GS-4FT-18W-40K-C,845060062007,18W,2250LM,4000K,5.90,5.20,4.84,8.78,7.74
T8-EZ6-GS-4FT-18W-40K-F,845060062014,18W,2160LM,4000K,5.90,5.20,4.84,8.78,7.74
T8-EZ6-GS-4FT-18W-50K-C,845060062021,18W,2250LM,5000K,5.90,5.20,4.84,8.78,7.74
T8-EZ6-GS-4FT-18W-50K-F,845060062038,18W,2160LM,5000K,5.90,5.20,4.84,8.78,7.74
T8-HL-4FT-DIM-18W-40K-C,845060061765,18W,2250LM,4000K,10.14,9.22,8.38,14.78,12.74
T8-HL-4FT-DIM-18W-40K-F,845060061772,18W,2160LM,4000K,10.14,9.22,8.38,14.78,12.74
T8-HL-4FT-DIM-18W-50K-C,845060061789,18W,2250LM,5000K,10.14,9.22,8.38,14.78,12.74
T8-HL-4FT-DIM-18W-50K-F,845060061796,18W,2160LM,5000K,10.14,9.22,8.38,14.78,12.74
T8-HL-8FT-40W-40K-C,845060062045,40W,4600LM,4000K,18.98,17.69,16.20,28.78,24.74
T8-HL-8FT-40W-40K-F,845060062052,40W,4400LM,4000K,18.98,17.69,16.20,28.78,24.74
T8-HL-8FT-40W-50K-C,845060062069,40W,4600LM,5000K,18.98,17.69,16.20,28.78,24.74
T8-HL-8FT-40W-50K-F,845060062076,40W,4400LM,5000K,18.98,17.69,16.20,28.78,24.74
LDSL-MCT-D-BZ,845060050356,20W,1500LM,3000K/4000K/5000K,87.98,79.94,71.90,126.78,112.74
LDSL-MCT-D-SIL,845060050349,20W,1500LM,3500K/4000K/5000K,87.98,79.94,71.90,126.78,112.74
LW360-25W-30K-G2,845060072266,25W,3250LM,3000K,84.98,75.94,68.90,120.78,105.74
LW360-25W-40K-G2,845060072273,25W,3250LM,4000K,84.98,75.94,68.90,120.78,105.74
LW360-25W-50K-G2,845060072280,25W,3250LM,5000K,84.98,75.94,68.90,120.78,105.74
LW360-25W-MCT-G2,845060072198,25W,3250LM,30K/40K/50K,97.98,87.94,79.90,139.78,122.74
LW360-40W-30K-G2,845060072235,40W,5200LM,3000K,94.98,85.94,76.90,136.78,119.74
LW360-40W-40K-G2,845060072242,40W,5200LM,4000K,94.98,85.94,76.90,136.78,119.74
LW360-40W-50K-G2,845060072259,40W,5200LM,5000K,94.98,85.94,76.90,136.78,119.74
LW360-60W-30K-G2,845060072297,60W,7800LM,3000K,131.98,118.94,107.90,188.78,165.74
LW360-60W-40K-G2,845060072303,60W,7800LM,4000K,131.98,118.94,107.90,188.78,165.74
LW360-60W-50K-G2,845060072310,60W,7800LM,5000K,131.98,118.94,107.90,188.78,165.74
LW360-60W-MCT-G2,845060072211,60W,7800LM,30K/40K/50K,147.98,133.94,120.90,212.78,185.74
LW360-80W-30K-G2,845060072327,80W,10400LM,3000K,140.98,127.94,115.90,203.78,177.74
LW360-80W-40K-G2,845060072334,80W,10400LM,4000K,140.98,127.94,115.90,203.78,177.74
LW360-80W-50K-G2,845060072341,80W,10400LM,5000K,140.98,127.94,115.90,203.78,177.74
LW360-120W-30K-G2,845060072167,120W,15600LM,3000K,178.98,161.94,146.90,257.78,224.74
LW360-120W-40K-G2,845060072174,120W,15600LM,4000K,178.98,161.94,146.90,257.78,224.74
LW360-120W-50K-G2,845060072181,120W,15600LM,5000K,178.98,161.94,146.90,257.78,224.74
LW360-25W-MCT-WH-G2,845060072204,25W,3250LM,30K/40K/50K,97.98,87.94,79.90,139.78,122.74
LW360-60W-MCT-WH-G2,845060072228,60W,7800LM,30K/40K/50K,147.98,133.94,120.90,212.78,185.74
TC-A19-9W-RGBW-WIFI,845060058628,9W,800LM,RGBW,11.75,9.90,9.90,15.78,13.74
TC-E12-4.5W-RGBW-WIFI,845060058611,4.5W,325LM,RGBW,10.68,9.90,9.90,15.78,13.74
TC-G25-5W-RGBW-WIFI,845060058574,5W,450LM,RGBW,11.75,11.24,11.24,17.78,15.74
TC-PAR20-5W-RGBW-WIFI,845060074871,5W,400LM,RGBW,13.89,12.31,12.31,19.78,16.74
TC-PAR30-11W-RGBW-WIFI,845060058598,11W,850LM,RGBW,11.75,11.24,11.24,17.78,15.74
TC-PAR38-13W-RGBW-WIFI,845060058604,13W,1050LM,RGBW,16.03,14.45,14.45,22.78,19.74
TC-RDPS4-10W-RGBW-WIFI,845060058635,10W,650LM,RGBW,22.98,20.87,18.93,33.78,28.74
TC-RDPS6-13W-RGBW-WIFI,845060058642,13W,850LM,RGBW,25.98,24.94,22.90,39.78,34.74
LRSL-4FT-2L,845060063233,N/A,N/A,N/A,19.24,17.06,14.87,27.78,23.74
LRSL-8FT-T4L,845060063240,N/A,N/A,N/A,39.98,35.94,31.90,57.78,49.74
LRSL-4FT-2L-6PK,845060073942,N/A,N/A,N/A,101.98,91.94,83.90,146.78,125.74
LRSL-8FT-T4L-6PK,845060073959,N/A,N/A,N/A,202.98,182.94,165.90,290.78,250.74
LRSL-4FT-2L-6PK-40K-C,845060074888,18W,2200LM,4000K,161.98,146.94,132.90,233.78,201.74
LRSL-8FT-T4L-6PK-40K-C,845060074895,18W,2200LM,4000K,320.98,290.94,264.90,462.78,398.74
LRSL-4FT-2L-6PK-50K-C,845060074901,18W,2200LM,5000K,161.98,146.94,132.90,233.78,201.74
LRSL-8FT-T4L-6PK-50K-C,845060074918,18W,2200LM,5000K,320.98,290.94,264.90,462.78,398.74
LRSL-4FT-2L-6PK-40K-F,845060074925,18W,2200LM,4000K,166.98,150.94,136.90,239.78,206.74
LRSL-8FT-T4L-6PK-40K-F,845060074932,18W,2200LM,4000K,329.98,299.94,271.90,476.78,410.74
LRSL-4FT-2L-6PK-50K-F,845060074949,18W,2200LM,5000K,166.98,150.94,136.90,239.78,206.74
LRSL-8FT-T4L-6PK-50K-F,845060074956,18W,2200LM,5000K,329.98,299.94,271.90,476.78,410.74
SCL-10FT-SJTW18/5,845060071511,N/A,N/A,N/A,17.12,17.12,17.12,27.78,24.74
SCL-100FT-SJTW18/6-BK,845060074963,N/A,N/A,N/A,257.85,257.85,257.85,409.78,363.74
SCL-CS1P-6FT-NC,845060063325,N/A,N/A,N/A,6.69,6.69,6.69,10.78,9.74
SCL-CS1P-6FT-NC-BK,845060063332,N/A,N/A,N/A,8.39,8.39,8.39,13.78,11.74
SCL-CSY1P-6FT-NC,845060063349,N/A,N/A,N/A,6.69,6.69,6.69,10.78,9.74
SCL-CS1-6FT-BK,845060063271,N/A,N/A,N/A,8.15,8.15,8.15,12.78,11.74
SCL-CS1P-6FT-BK,845060063288,N/A,N/A,N/A,21.39,21.39,21.39,33.78,30.74
SCL-3CS10,845060059205,N/A,N/A,N/A,32.98,27.94,24.90,44.78,39.74
SCX-UVC-12W,845060073652,N/A,N/A,N/A,357.98,324.94,324.94,516.78,451.74
SCX-L2FT-40W-MCT4,845060063318,N/A,N/A,N/A,184.98,162.94,147.90,258.78,226.74
LWAX-SM-12W-30K,845060072822,12W,1500LM,3000K,50.98,44.94,40.90,71.78,62.74
LWAX-SM-12W-40K,845060072815,12W,1500LM,4000K,50.98,44.94,40.90,71.78,62.74
LWAX-SM-12W-50K,845060074154,12W,1500LM,5000K,50.98,44.94,40.90,71.78,62.74
LWAX-MD-30W-30K,845060072846,30W,3900LM,3000K,79.98,71.94,65.90,114.78,99.74
LWAX-MD-30W-40K,845060074222,30W,3900LM,4000K,79.98,71.94,65.90,114.78,99.74
LWAX-MD-30W-50K,845060072853,30W,3900LM,5000K,79.98,71.94,65.90,114.78,99.74
LWAX-SM-12W-30K-WH,845060072839,30W,1500LM,3000K,64.98,57.94,52.90,92.78,80.74
LWAX-SM-12W-50K-WH,845060074178,30W,1500LM,5000K,64.98,57.94,52.90,92.78,80.74
LWAX-MD-20-50W-MCTP,845060072860,20W/30W/40W/50W,125LM/W,30K/40K/50K/57K,112.98,101.94,91.90,161.78,141.74
LWAX-LG-50-120W-MCTP,845060072808,50W/80W/100W/120W,130LM/W,30K/40K/50K/57K,206.98,187.94,170.90,298.78,260.74
LSWX-5-30W-30K-PC,845060073027,5W/10W/20W/30W,124LM/W,3000K,78.98,70.94,64.90,112.78,98.74
LSWX-5-30W-40K-PC,845060074253,5W/10W/20W/30W,124LM/W,4000K,78.98,70.94,64.90,112.78,98.74
LSWX-5-30W-50K-PC,845060073010,5W/10W/20W/30W,124LM/W,5000K,78.98,70.94,64.90,112.78,98.74
LSWX-20W-30K-PC,845060077384,20W,2450LM,3000K,64.98,58.94,52.90,93.78,81.74
LSWX-20W-50K-PC,845060077377,20W,2450LM,5000K,64.98,58.94,52.90,93.78,81.74
LWPX-30-80W-MCTP,845060072877,30W/40W/60W/80W,125LM/W,30K/40K/50K/57K,148.98,134.94,121.90,214.78,189.74
LWPX-50W-30K,845060077407,50W,6600LM,3000K,124.98,113.94,102.90,180.78,160.74
LWPX-50W-40K,845060077391,50W,6600LM,4000K,124.98,113.94,102.90,180.78,160.74
LWPX-50W-50K,845060077414,50W,6600LM,5000K,124.98,113.94,102.90,180.78,160.74
LRX-20-50W-MCTP,845060073003,20W/30W/40W/50W,130LM/W,30K/40K/50K/57K,98.98,88.94,80.90,141.78,125.74
LFX-XS-15W-30K-KN,845060073058,15W,1950LM,3000K,29.98,26.94,23.90,42.78,37.74
LFX-XS-15W-40K-KN,845060073065,15W,1950LM,4000K,29.98,26.94,23.90,42.78,37.74
LFX-XS-15W-50K-KN,845060073072,15W,1950LM,5000K,29.98,26.94,23.90,42.78,37.74
LFX-SM-10-30W-30K-KN,845060072501,10W/15W/20W/30W,130LM/W,3000K,49.98,43.94,39.90,69.78,61.74
LFX-SM-10-30W-40K-KN,845060073966,10W/15W/20W/30W,130LM/W,4000K,49.98,43.94,39.90,69.78,61.74
LFX-SM-10-30W-50K-KN,845060072495,10W/15W/20W/30W,130LM/W,5000K,49.98,43.94,39.90,69.78,61.74
LFX-SM-10-30W-MCTP-KN,845060073089,10W/15W/20W/30W,130LM/W,30K/40K/50K/57K,64.98,57.94,52.90,92.78,81.74
LFX-SM-10-30W-MCTP-KN-WH,845060072983,10W/15W/20W/30W,130LM/W,30K/40K/50K/57K,65.98,58.94,53.90,93.78,82.74
LFX-SM-10-30W-MCTP-KN-BK,845060077735,10W/15W/20W/30W,130LM/W,30K/40K/50K/57K,65.98,58.94,53.90,93.78,82.74
