Product_sku,Light_Source,Fixture_Size,"Listings and Ratings","Ballast and Voltage","Color Rendering Index (CRI)","Driver Type","Lumen Output","L70 Expected Life (hours)","L90 Expected Life (hours)","Color Temperature","Total Input Watt","Total Input Watts","Pack Size","Luminaire Efficacy Rating (LER)","Color Temperature (CCT)","Max Ambient Temp","Lamp Count",Lens,Socket,Application,"Insulation Rating",__alsobought,"Rated Life","Max Ambient"
LT-LED-ARFK9-UTD,LED,"9 Round",,,"80 CRI","120V~277V Triac Dimming (Standard)","935 lm, 1700 lm & 2195 lm","50,000",,4000K,,30,,"66.8 lm/W, 73.9 lm/W & 73.2 lm/W",,,,,,,,,,
LT-LED-ARFK9-UZTD,LED,"9 Round",,,"80, 90","UZTD: 120V~277V 0~10V Dimming","935 lm, 1700 lm, 2195 lm & 3370 lm","50,000",,4000K,,45,,"66.8 lm/W, 73.9 lm/W, 73.2 lm/W & 74.9",,,,,,,,,,
LT-LED-ARFK12-UTD,LED,"12 Round",,,"80, 90","120V~277V Triac Dimming (Standard)","1090 lm, 1850 lm & 2305 lm","50,000",,4000K,,30,,"77.9 lm/W, 80.4 lm/W & 76.8 lm/W",,,,,,,,,,
LT-LEDH-CFK4-UTD,LED,"4 Round",,,"80, 90","120V~277V Triac Dimming (Standard)","950 lm & 1740 lm","50,000",,4000K,,14,,"67.7 lm/W & 69.3 lm/W",,,,,,,,,,
LT-LEDH-CFK4-UZTD,LED,"4 Round",,,"80, 90","UZTD: 0~10V Dimming","950 lm & 1740 lm","50,000",,4000K,,14,,"67.7 lm/W & 75.6 lm/W",,,,,,,,,,
LT-LEDH-CFK6-UTD,LED,"6 Round",,,"80 CRI","120V~277V Triac Dimming (Standard)","950 lm, 1790 lm, 2235 lm","50,000",,4000K,,30,,"67.9 lm/W, 77.8 lm/W, 74.5 lm/W",,,,,,,,,,
LT-LEDH-CFK6-UZTD,LED,"6 Round",,,"80, 90","UZTD: 0~10V Dimming","950 lm, 1790 lm, 2235 lm & 3220 lm","50,000",,4000K,,45,,"67.9 lm/W, 77.8 lm/W, 74.5 lm/W & 71.5 lm/W",,,,,,,,,,
LT-LEDH-CFK8-UTD,LED,"8 Round",,,"80, 90","120V~277V Triac Dimming (Standard)","960 lm, 1760 lm & 2280 lm","50,000",,4000K,,30,,"68.6 lm/W, 76.5 lm/W & 76.0 lm/W",,,,,,,,,,
LT-LEDH-CFK8-UZTD,LED,"8 Round",,,"80, 90","UZTD: 0~10V Dimming","960 lm, 1760 lm, 2280 lm & 3340 lm","50,000",,4000K,,45,,"68.6 lm/W, 76.5 lm/W, 76.0 lm/W & 74.2 lm/W",,,,,,,,,,
LT-LEDH-CFK9-UTD,LED,"9 Round",,,"80 CRI","120V~277V Triac Dimming (Standard)","943 lm, 1500 lm & 1966 lm","50,000",,4000K,,30,,"67.4 lm/W, 65.2 lm/W & 65.5 lm/W",,,,,,,,,,
LT-LEDH-CFK9-UZTD,LED,"9 Round",,,"80, 90","UZTD: 0~10V Dimming","935 lm, 1700 lm, 2195 lm & 3370 lm","50,000",,4000K,,45,,"66.8 lm/W, 73.9 lm/W, 73.2 lm/W & 74.9 lm/W",,,,,,,,,,
LT-LEDH-AFK4-UTD,LED,"4 Round",,,"80, 90","120V~277V Triac Dimming (Standard)","950 lm & 1740 lm","50,000",,4000K,,14,,"67.9 lm/W & 75.6 lm/W",,,,,,,,,,
LT-LEDH-AFK4-UZTD,LED,"4 Round",,,"80, 90","UZTD: 0~10V Dimming","950 lm & 1740 lm","50,000",,4000K,,14,,"67.9 lm/W & 76.6 lm/W",,,,,,,,,,
LT-LEDH-AFK6-UTD,LED,"6 Round",,,"80, 90","120V~277V Triac Dimming (Standard)","950 lm, 1790 lm & 2235 lm","50,000",,4000K,,30,,"67.9 lm/W, 77.8 lm/W & 74.5 lm/W",,,,,,,,,,
LT-LEDH-AFK6-UZTD,LED,"6 Round",,,"80, 90","UZTD: 0~10V Dimming","950 lm, 1790 lm, 2235 lm & 3220 lm","50,000",,4000K,,45,,"67.9 lm/W, 77.8 lm/W, 74.5 lm/W & 71.5 lm/W",,,,,,,,,,
LT-LEDH-AFK8-UTD,LED,"8 Round",,,"80, 90","120V~277V Triac Dimming (Standard)","960 lm, 1760 lm & 2280 lm","50,000",,4000K,,30,,"68.6 lm/W, 76.5 lm/W & 76.0 lm/W",,,,,,,,,,
LT-LEDH-AFK8-UZTD,LED,"8 Round",,,"80, 90","UZTD: 0~10V Dimming","960 lm, 1760 lm, 2280 lm & 3340 lm","50,000",,4000K,,45,,"68.6 lm/W, 76.5 lm/W, 76.0 lm/W & 74.2 lm/W",,,,,,,,,,
LT-LEDH-AFK9-UTD,LED,"9 Round",,,"80, 90","120V~277V Triac Dimming (Standard)","935 lm, 1700 lm & 2195 lm","50,000",,4000K,,30,,"66.8 lm/W, 73.9 lm/W & 73.2 lm/W",,,,,,,,,,
LT-LEDH-AFK9-UZTD,LED,"9 Round",,,"80, 90","UZTD: 0~10V Dimming","935 lm, 1700 lm, 2195 lm & 3370 lm","50,000",,4000K,,45,,"66.8 lm/W, 73.9 lm/W, 73.2 lm/W & 74.9 lm/W",,,,,,,,,,
LT-LEDH-RFK4-UTD,LED,"4 Round",,,"80, 90","120V~277V Triac Dimming (Standard)","950 lm & 1740 lm","50,000",,4000K,,14,,"67.9 lm/W & 75.6 lm/W",,,,,,,,,,
LT-LEDH-RFK4-UZTD,LED,"4 Round",,,"80, 90","UZTD: 0~10V Dimming","950 lm & 1740 lm","50,000",,4000K,,14,,"67.9 lm/W & 75.6 lm/W",,,,,,,,,,
LT-LEDH-RFK6-UTD,LED,"6 Round",,,"80, 90","120V~277V Triac Dimming (Standard)","950 lm, 1790 lm & 2235 lm","50,000",,4000K,,30,,"67.9 lm/W, 77.8 lm/W & 74.5 lm/W",,,,,,,,,,
LT-LEDH-RFK6-UZTD,LED,"6 Round",,,"80, 90","UZTD: 0~10V Dimming","950 lm, 1790 lm, 2235 lm & 3220 lm","50,000",,4000K,,45,,"67.9 lm/W, 77.8 lm/W, 74.5 lm/W & 71.5 lm/W",,,,,,,,,,
LT-LEDH-RFK8-UTD,LED,"8 Round",,,"80, 90","120V~277V Triac Dimming (Standard)","950 lm, 1790 lm & 2235 lm","50,000",,4000K,,30,,"67.9 lm/W, 77.8 lm/W & 74.5 lm/W",,,,,,,,,,
LT-LEDH-RFK8-UZTD,LED,"8 Round",,,"80, 90","UZTD: 0~10V Dimming","960 lm, 1760 lm, 2280 lm & 3340 lm","50,000",,4000K,,45,,"68.6 lm/W, 76.5 lm/W, 76.0 lm/W & 74.2 lm/W",,,,,,,,,,
LT-LEDH-RFK9-UTD,LED,"9 Round",,,"80, 90","120V~277V Triac Dimming (Standard)","935 lm, 1700 lm & 2195 lm","50,000",,4000K,,30,,"66.8 lm/W, 73.9 lm/W & 73.2 lm/W",,,,,,,,,,
LT-LEDH-RFK9-UZTD,LED,"9 Round",,,"80, 90","UZTD: 0~10V Dimming","935 lm, 1700 lm, 2195 lm & 3370 lm","50,000",,4000K,,45,,"66.8 lm/W, 73.9 lm/W, 73.2 lm/W & 74.9 lm/W",,,,,,,,,,
LT-LEDH-SR5W-UTD,LED,Other,,,"80, 90","120-277VAC, Triac: 10-100% Dimming","950 or 1,400","50,000 hrs",,4000K,,22,,,,,,,,,,,,
LT-LEDH-SR5P-UTD,LED,Other,,,"80, 90","120-277VAC, Triac: 10-100% Dimming","950 or 1740","50,000 hrs",,4000K,,14,,,,,,,,,,,,
DG-VGS40Q,LED,Other,,,-,"120-277V, 50/60Hz or 347-480V, 50/60Hz","4,900-10,200",-,,,,40-84W,,-,4000K,-,,,,,,,,
LT-LEDH-SR6C-UTD,LED,Other,,,"80, 90","120-277VAC, Triac: 10-100% Dimming","1,400-3,000lm","50,000 hrs",,4000K,,32,,,,,,,,,,,,
DG-AFRC30Q,LED,Other,,,-,"120-277V, 50/60Hz or 347-480V, 50/60Hz","5,400-15,000",-,,,,37-65W,,-,"3000K, 4000K, 5000K",-,,,,,,,,
LT-LEDH-SR6W-UTD,LED,Other,,,"80, 90","120-277VAC, Triac: 10-100% Dimming",950-2235,"50,000 hrs",,4000K,,30,,,,,,,,,,,,
DG-VN44QF1X45,LED,Other,,,,"120-277V, 50/60Hz or 347-480V, 50/60Hz","5,500-5,800",,,5000K,,45,,,,,,,,,,,,
DG-NB2C34X5,LED,Other,,,-,"120-277V, 50/60Hz or 347V, 50/60Hz","2,410",-,,,,20W,,-,4100K,-,,,,,,,,
DG-PF71Q,LED,Other,,,-,"120-277V, 50/60Hz or 347-480V, 50/60Hz","2,780 - 7,000",-,,,,37-84W,,-,"3000K, 4000K, 5000K",-,,,,,,,,
LT-LEDH-SR8C-UTD,LED,Other,,,"80, 90","120-277VAC, Triac: 10-100% Dimming",960-2280,"50,000 hrs",,4000K,,30,,,,,,,,,,,,
LT-LEDH-SR8W-UTD,LED,Other,,,"80, 90","120-277VAC, Triac: 10-100% Dimming","1,400lm-3,000lm","50,000 hrs",,4000K,,32,,,,,,,,,,,,
LT-LEDH-SR8P-UTD,LED,Other,,,"80, 90","120-277VAC, Triac: 10-100% Dimming","1,400lm-3,200lm","50,000 hrs",,4000K,,32,,,,,,,,,,,,
DG-NB1C34X5,LED,Other,,,-," 120-277V, 50/60Hz or 347V, 50/60Hz","2,290",-,,,,20W,,-,4100K,-,,,,,,,,
DG-AL35QF1X126,LED,Other,,,-," 120-277V, 50/60Hz or 347-480V, 50/60Hz","15,000",-,,,,126W,,-,"High Lumen Amber",-,,,,,,,,
DG-WP7QF1X11U,LED,Other,,,-,"120-277V, 50/60Hz","1,490",-,,,,11W,,-,"4000K, 5000K",-,,,,,,,,
DG-ORIONQC1X47,LED,Other,,,-," 120-277V, 50/60Hz or 347-480V, 50/60Hz","4,700-5,100",-,,,,47W,,-,"4000K, 5000K",-,,,,,,,,
DG-HLP15QF57U,LED,Other,,,-,"120-277V, 50/60Hz","9,000",-,,,,57W,,-,"4000K, 5000K",-,,,,,,,,
DG-LF3QF1X37U5KC,LED,Other,,,-,"120-277V, 50/60Hz","5,000",-,,,,37W,,-,5000K,-,,,,,,,,
DG-LF2QF1X23,LED,Other,,,-,"120-277V, 50/60Hz","3,090",-,,,,23W,,-,5000K,-,,,,,,,,
DG-MWPQF1X50,LED,Other,,,,"120-277V, 50/60Hz or 347-480V, 50/60Hz","8,000",,,5000K,,50,,,,,,,,,,,,
DG-MWPQF1X25,LED,Other,,,-,"120-277V, 50/60Hz or 347-480V, 50/60Hz","3,510",-,,,,25W,,-,"3000K, 4000K, 5000K",-,,,,,,,,
LT-LEDH-SR8C-UZTD,LED,Other,,,"80, 90","120-277V, 0-10V, Triac & ELV: 1-100% Dimming",960-3340,"50,000 hrs",,4000K,,45,,,,,,,,,,,,
DG-LWPQF1X43,LED,Other,,,,"120-277V, 50/60Hz or 347-480V, 50/60Hz","6,598",,,5000K,,43,,,,,,,,,,,,
DG-WBB4QF1X25U,LED,Other,,,-,"120-277V, 50/60Hz","2,720",-,,5000K,,25W,,-,,"120-277V, 50/60Hz",,,,,,,,
LT-LEDH-SR8W-UZTD,LED,Other,,,"80, 90","120-277V, 0-10V, Triac & ELV: 1-100% Dimming",960-3340,"50,000 hrs",,4000K,,45,,,,,,,,,,,,
DG-WPR25OFQ,LED,Other,,,-,"120-277V, 50/60Hz, 347V, 50/60Hz or 480-347V, 50/60Hz","1,590-3,770",-,,,,12-25W,,-,"3000K, 4000K, 5000K",-,,,,,,,,
LT-LEDH-SR8P-UZTD,LED,Other,,,"80, 90","120-277V, 0-10V, Triac & ELV: 1-100% Dimming",960-3340,"50,000 hrs",,4000K,,45,,,,,,,,,,,,
DG-B2PTQF1X23,LED,Other,,,-,"120-277V, 50/60Hz or 347V, 50/60Hz",980,-,,4000K,,23W,,-,,-,,,,,,,,
DG-WPR25HCQ,LED,Other,,,,"120-277V, 50/60Hz, 347V, 50/60Hz or 480-347V, 50/60Hz","1,330-3,140",,,5000K,,25,,,,,,,,,,,,
DG-WPR25GRQ,LED,Other,,,,"120-277V, 50/60Hz, 347V, 50/60Hz or 480-347V, 50/60Hz","1,750-1,980",,,5000K,,25,,,,,,,,,,,,
DG-B2Q,LED,Other,,,,"120-277V, 50/60Hz or 347V, 50/60Hz","980-3,210",,,4000K,,34,,,,,,,,,,,,
DG-B1BPTQF1X23,LED,Other,,,-,"120-277V, 50/60Hz or 347V, 50/60Hz",980,-,,,,23W,,-,"3000K, 4000K",-,,,,,,,,
DG-B1PTQF1X23,LED,Other,,,-,"120-277V, 50/60Hz or 347V, 50/60Hz",980,-,,,,23W,,-,"3000K, 4000K",-,,,,,,,,
DG-AFS20QF1X17,LED,Other,,,70,"120-277V, 50/60Hz or 347V, 50/60Hz","2,090",,,5000K,,17,,,,,,,,,,,,
DG-AFR20QF1X17,LED,Other,,,,"120-277V, 50/60Hz or 347V, 50/60Hz","2,090",,,5000K,,17,,,,,,,,,,,,
DG-B1Q,LED,Other,,,-," 120-277V, 50/60Hz or 347V, 50/60Hz","980-3,210",-,,,,16-34W,,-,3000K-4000K,-,,,,,,,,
LT-LEDH-S55-UTD,LED,"5 Square",,,"80, 90","120~277VAC, Triac: 10-100% Dimming","941 lm, 1516 lm & 2014 lm","50,000",,4000K,,30,,"67.2 lm/W, 65.9 lm/W & 67.1 lm/W",,,,,,,,,,
LT-LEDH-S55-UZTD,LED,"5 Square",,,"80, 90","UZTD: 0~10V Dimming","941 lm, 1516 lm & 2014 lm","50,000",,4000K,,32,,"67.2 lm/W, 65.9 lm/W & 67.1 lm/W",,,,,,,,,,
LT-SH-LED8,LED,Other,,,80+,"DOB 120V",400,"50,000hrs",,3000K,,5,,,,,,,,,,,,
LT-SH-LED8WP,LED,Other,,,,,,"50,000hrs",,,,4,,,,,,,,,,,,
LT-LEDMCL-1LN,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,15,,,,,,,,,,,,
LT-LEDMCL-2LN,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,15,,,,,,,,,,,,
DG-SWPQ,LED,Other,,,,"120-277V, 50/60Hz","2,040-3,220",,,5000K,,16,,,,,,,,,,,,
LT-LEDMCL-3LN,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,15,,,,,,,,,,,,
DG-LWPQF1X29,LED,Other,,,-,"120-277V, 50/60Hz or 347-480v","4,300",-,,5000K,,29W,,-,,,,,,,,,,
LT-LEDMCL-4LN,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,15,,,,,,,,,,,,
DG-PF81QF1X100,LED,Other,,,-,"120-277V, 50/60Hz","13,000",-,,,,100W,,-,"3000K, 4000K, 5000K",-,,,,,,,,
LT-LEDMCL-1LN-Trimless,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,15,,,,,,,,,,,,
LT-LEDMCL-2LN-Trimless,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,15,,,,,,,,,,,,
LT-LEDMCL-3LN-Trimless,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,15,,,,,,,,,,,,
DG-AFRB20QF1X17,LED,Other,,,-,"120-277V, 50/60Hz or 347V, 50/60Hz","2,090","50,000",,,,17W,,-,"3000K, 4000K, 5000K",-,,,,,,,,
LT-LEDMCL-4LN-Trimless,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,15,,,,,,,,,,,,
LT-LEDMCL-1LM,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,40,,,,,,,,,,,,
ETH-B08-165W-H,LED,"4' Linear",,,Ra>80,120-277V,"24,750lm","75,000hrs",,5000K,,165,,150lm/w,,,,,,,,,,
ETH-WRP-4-22W,LED,"4' Linear",,,Ra>80,120-277V,"2,992lm","75,000hrs",,5000K,,22,,136lm/w,,,,,,,,,,
ETH-WRP-2-25W,LED,Other,,,Ra>80,120-277V,"3,300lm","75,000hrs",,5000K,,25,,132lm/w,,,,,,,,,,
LT-LEDMCL-2LM,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,40,,,,,,,,,,,,
LT-LEDMCL-3LM,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,40,,,,,,,,,,,,
LT-LEDMCL-4LM,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,40,,,,,,,,,,,,
LT-LEDMCL-1LM-Trimless,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,40,,,,,,,,,,,,
LT-LEDMCL-2LM-Trimless,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,40,,,,,,,,,,,,
GC-40PAR56DIM,,,,,92,,"3,800 or 4,000",,,3000K,,,,,,,,,,,,,,
LT-LEDMCL-3LM-Trimless,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,40,,,,,,,,,,,,
GC-13.5T5HE/4F,LED,"4' Linear",,,82,,"1,800-2,000","50,000",,4000K,,13.5,,,,,,,,,,,,
GC-17T8/4F,"T8 LED","4' Linear",,,82,120-277V,"2,200","50,000",,5000K,,17,,,,,,,,,,,,
GC-11A19DIM,,,,,82,,1100-1200,,,4000K,,,,,,,,,,,,,,
GC-8A19DIM,,,,,82,,800,,,4000K,,,,,,,,,,,,,,
LT-LEDMCL-4LM-Trimless,LED,Other,,,,"120V~277V 60Hz 0~10V dimmable driver.",,"50,000hrs",,4000K,,40,,,,,,,,,,,,
EN-68625-TR,,,,,,,,,,,,,10,,,,,,,,,,,
EN-6671,,,,,,,,,,,,,10,,,,,,,,,,,
EN-6661,,,,,,,,,,,,,10,,,,,,,,,,,
EN-6651,,,,,,,,,,,,,10,,,,,,,,,,,
EN-6641,,,,,,,,,,,,,10,,,,,,,,,,,
EN-6631,,,,,,,,,,,,,10,,,,,,,,,,,
EN-6621,,,,,,,,,,,,,10,,,,,,,,,,,
LT-SLED1204,LED,"1' Linear",,,,120V~277V,360lm,"50,000hrs",,4000K,,4.5,,,,,,,,,,,,
EN-6611,,,,,,,,,,,,,10,,,,,,,,,,,
LT-SLED1807,LED,Other,,,,120V~277V,460lm,"50,000hrs",,4000K,,6.8,,,,,,,,,,,,
EN-6601,,,,,,,,,,,,,10,,,,,,,,,,,
EN-6501,,,,,,,,,,,,,10,,,,,,,,,,,
LT-SLED2108,LED,Other,,,,120V~277V,610lm,"50,000hrs",,4000K,,7.9,,,,,,,,,,,,
EN-81200,,,,,,,,,,,,,10,,,,,,,,,,,
EN-63201,,,,,,,,,,,,,10,,,,,,,,,,,
LT-SLED2409,LED,"2' Linear",,,,120V~277V,685lm,"50,000hrs",,4000K,,9,,,,,,,,,,,,
EN-63200,,,,,,,,,,,,,10,,,,,,,,,,,
EN-63200-TR,,,,,,,,,,,,,10,,,,,,,,,,,
LT-SLED3612,LED,Other,,,,120V~277V,930lm,"50,000hrs",,4000K,,12.4,,,,,,,,,,,,
EN-63151,,,,,,,,,,,,,10,,,,,,,,,,,
LT-SLED4818,LED,"4' Linear",,,,120V~277V,1230lm,"50,000hrs",,4000K,,16.7,,,,,,,,,,,,
EN-63150-TR,,,,,,,,,,,,,10,,,,,,,,,,,
LT-UCLD1204,LED,"1' Linear",,,,120V~277V,270lm,"50,000hrs",,4000K,,4.5,,,,,,,,,,,,
LT-UCLD1807,LED,Other,,,,120V~277V,460lm,"50,000hrs",,4000K,,6.8,,,,,,,,,,,,
EN-62755,,,,,,,,,,,,,10,,,,,,,,,,,
"LT-UCLD 2108",LED,Other,,,,120V~277V,534lm,"50,000hrs",,4000K,,7.9,,,,,,,,,,,,
LT-UCLD2409,LED,"2' Linear",,,,120V~277V,610lm,"50,000hrs",,4000K,,9,,,,,,,,,,,,
LT-UCLD3612,LED,Other,,,,120V~277V,915lm,"50,000hrs",,4000K,,12.4,,,,,,,,,,,,
LT-UCLD4818,LED,"4' Linear",,,,120V~277V,1220lm,"50,000hrs",,4000K,,16.7,,,,,,,,,,,,
EN-62150-TR,,,,,,,,,,,,,10,,,,,,,,,,,
LT-CMED-111-15,LED,Other,,,90,120V,950lm,"50,000hrs",,4000K,,15,,,,,,,,,,,,
EN-62080-TR,,,,,,,,,,,,,10,,,,,,,,,,,
EN-62060-TR,,,,,,,,,,,,,10,,,,,,,,,,,
LT-CMED-114-23,LED,Other,,,,120V,"1300 lm","50,000 hrs",,4000K,,23,,,,,,,,,,,,
EN-62050-IG,,,,,,,,,,,,,10,,,,,,,,,,,
EN-62040-TWR,,,,,,,,,,,,,10,,,,,,,,,,,
EN-62040-TR,,,,,,,,,,,,,10,,,,,,,,,,,
EN-62040,,,,,,,,,,,,,10,,,,,,,,,,,
LT-CMED-211-15,LED,Other,,,80,120V,"950 lm","50,000 hrs",,4000K,,15,,,,,,,,,,,,
EN-62021,,,,,,,,,,,,,10,,,,,,,,,,,
LT-CMED-214-23,LED,Other,,,80,120V,"1300 lm","50,000 hrs",,4000K,,23,,,,,,,,,,,,
LT-CMED216,LED,Other,,,,120V,"2000 lm","50,000 hrs",,4000K,,34,,,,,,,,,,,,
EN-62020,,,,,,,,,,,,,10,,,,,,,,,,,
EN-62010,,,,,,,,,,,,,10,,,,,,,,,,,
LT-CMED312,LED,Other,,,,120V,890lm,"50,000 hrs",,4000K,,15,,,,,,,,,,,,
LT-CMED412,LED,Other,,,,120V,"950 lm","50,000 hrs",,4000K,,15,,,,,,,,,,,,
LT-CMED414,LED,Other,,,,120V,"1300 lm","50,000 hrs",,4000K,,23,,,,,,,,,,,,
LT-CMED513,LED,Other,,,,120V,"1300 lm","50,000 hrs",,4000K,,23,,,,,,,,,,,,
LT-CMED515,LED,Other,,,,120V,"2000 lm","50,000 hrs",,4000K,,34,,,,,,,,,,,,
LT-DFR56,LED,"6 Round",,,"80, 90",120V,"972lm & 863lm","50,000hrs",,4000K,,15,,,,,,,,,,,,
EN-62000-IG,,,,,,,,,,,,,10,,,,,,,,,,,
EN-61580-TR,,,,,,,,,,,,,10,,,,,,,,,,,
EN-61580,,,,,,,,,,,,,10,,,,,,,,,,,
EN-61570-TR,,,,,,,,,,,,,10,,,,,,,,,,,
EN-61550-IG,,,,,,,,,,,,,10,,,,,,,,,,,
EN-61501-TR2USB-CC,,,,,,,,,,,,,10,,,,,,,,,,,
EN-61501,,,,,,,,,,,,,10,,,,,,,,,,,
EN-61500-IG-TR,,,,,,,,,,,,,10,,,,,,,,,,,
EN-61500-IG,,,,,,,,,,,,,10,,,,,,,,,,,
EN-61210,,,,,,,,,,,,,10,,,,,,,,,,,
EN-61160,,,,,,,,,,,,,10,,,,,,,,,,,
EN-6001,,,,,,,,,,,,,10,,,,,,,,,,,
F31T8/U-CASE20,,,,,,,,,,,,,,,,,NO,,,,,,,
ILP-VOL22,LED,2X2,,,"> 80",120-277V,"2,898-3,780","> 100,000 hrs",,4000K,,24,,,,,,,,,,,,
EN-59302,,,,,,,,,,,,,10,,,,,,,,,,,
EN-51300L,,,,,,,,,,,,,10,,,,,,,,,,,
TF-MTIM,,,,,,Magnetic,,,,,,,,,,,,,,,,,,
EN-51300,,,,,,,,,,,,,10,,,,,,,,,,,
EN-50321,,,,,,,,,,,,,10,,,,,,,,,,,
EN-17003,,,,,,,,,,,,,10,,,,,,,,,,,
TF-LLLRB47L42W2488L,LED,"4' Linear",,,,,"2488 or 4976",,,4000K,,42,,,,,,,,,,,,
ILP-BLDT-15WLED,LED,Other,,,"> 80","120-277 V","1,221 lm","50,000 hrs",,4000K,,16,,"74 lm/W",,,,,,,,,,
BL-LEDMPAL15,LED,Other,,,"> 80","120-277 AC","1,570-1,663","69,000 hrs",,5000K,,15,,,,,,,,,,,,
BL-LEDMPAL30,LED,Other,,,"> 80","100-277 AC","3,453-3,718","69,000 hrs",,5000K,,30,,,,,,,,,,,,
BL-LEDMPAL50,LED,Other,,,80,"100-277 AC","5882-6179 Lumens","67,000 hrs",,5000K,,50,,,,,,,,,,,,
BL-LEDMPAL,LED,Other,,,80,"120-277 or 277-480 AC","10,033-18,752",,,5000K,,150,,,,,,,,,,,,
BL-LEDWPPC,LED,Other,,,"> 70","120-277 AC","1031 or 2465",,,5000K,,20,,"45 lm/W or 85 lm/W",,,,,,,,,,
BL-LEDWP30W,LED,Other,,,"> 70","120-277 AC","3,243 or 3,316","69,000 hrs",,5000K,,30,,95,,,,,,,,,,
BL-LEDWP,LED,Other,,,"> 70","120-277 AC","6,990-9,953",,,5000K,,60,,,,,,,,,,,,
BL-LEDWP120W,LED,Other,,,"> 80","120-277 AC","12,146 lm","56,000 hrs",,5000K,,120,,"101 lm/W",,,,,,,,,,
BL-LEDWPC20W,LED,Other,,,80,"100-277 AC","1,765 Lumens","102,000 hrs",,5000K,,20,,89,,,,,,,,,,
BL-LEDWPC80W,LED,Other,,,"> 80","100-277 AC","6,919 lm","121,000 hrs",,5000K,,80,,86,,,,,,,,,,
BL-CPLED,LED,Other,,,80,"120-277 AC","4,948 or 9,548","60,000 hrs",,5000K,,45,,,,,,,,,,,,
GL-LVTS-40-MVD,LED,Other,,,80,120-277V,"4000 lm","60,000 hrs",,5000K,,40,,,,,,,,,,,,
AEL-LDL4RWWA,LED,"4' Linear",,,>82,120/277VAC,"2,024-5,872lm","120,000 hrs",,4000K,,41.2,,,,,,,,,,,,
EL-EA19,LED,Other,,,80,120V,"800 lm","10,000 hrs",,5000K,,8.5,,"88 lm/W",,,,,,,,,,
EL-EA19-,LED,Other,,,80,120V,"800 lm","15,000 hrs",,5000K,,8.5,,"94 lm/W",,,,,,,,,,
EL-EA21--,LED,Other,,,80,120V,"1600 lm","15,000 hrs",,5000K,,16,,"100 lm/W",,,,,,,,,,
EL-EA21-,LED,Other,,,80,120V,"1600 lm","15,000 hrs",,5000K,,16,,"100 lm/W",,,,,,,,,,
EL-ER20,LED,Other,,,80,120V,"500 lm","25,000 hrs",,5000K,,7.5,,"66 lm/W",,,,,,,,,,
AEL-LRKT240,LED,2X2,,,82,120/277VAC,"3,942-5,300lm","100,000hrs",,4000K,,32,,,,,,,,,,,,
EL-EB30,LED,Other,,,91,120V,"800 lm","25,000 hrs",,5000K,,12,,"66 lm/W",,,,,,,,,,
EL-EB40,LED,Other,,,80,120V,"1100 lm","25,000 hrs",,5000K,,15,,"73 lm/W",,,,,,,,,,
EL-EP16,LED,Other,,,80,120V,"500 lm","25,000 hrs",,5000K,,6.5,,"76 lm/W",,,,,,,,,,
EL-EP20-,LED,Other,,,90,120V,"500 lm","40,000 hrs",,5000K,,7,,"71 lm/W",,,,,,,,,,
EL-EP30-20,LED,Other,,,91,120V,"800 lm","40,000 hrs",,5000K,,11,,"72 lm/W",,,,,,,,,,
EL-EP30-2,LED,Other,,,91,120V,"800 lm","40,000 hrs",,5000K,,11,,"72 lm/W",,,,,,,,,,
EL-EP38-,LED,Other,,,"> 90",120V,"1200 lm","25,000 hrs",,5000K,,17,,"70 lm/W",,,,,,,,,,
EL-EM16,LED,Other,,,80,120V,"500 lm","25,000 hrs",,5000K,,6.5,,"76 lm/W",,,,,,,,,,
EL-DLC4,LED,Other,,,90+,120V,"800 lm","50,000 hrs",,5000K,,13,,"61 lm/W",,,,,,,,,,
EL-DLC,LED,"6 Round",,,90+,120V,"800 lm","50,000 hrs",,5000K,,13.5,,"59 lm/W",,,,,,,,,,
