parent_sku,family_count,child_sku,"Color Temperature (CCT)","Finish Options","Factory Installed Lamps","Wiring Options","End Cap Finish Options","Lamp Type Options","Select Reflector","Voltage Options","Wattage Options","Letter Color Options","Number of Faces","Wattage & Lumen Options","Fixture Wattage",Color,"Main Cable Length","Lens Options","Height Options","Wattage & Optics Options","Driver Option","LED Module & Wattage Options","End Cap Options",WattageOptions,"Pendant Mounting Kit","Beam Angle Options","Mounting Options","Trim Ring Finish","Select Finish (Reflectors & Baffles)","Length & Wattage Options","Output Wattage Options","Output Voltage Options","Wattage & Optics/Beams Options","Connector Type Options","Emergency Battery Options","Trimplate Options","Occupancy Sensor","Trim Options","Size\, Wattage & Lumen Options","Size & Wattage Options","Control Options","Square Trim Ring Options","Round Trim Ring Options","Accessories Options","Trim Shape Options","Color Te\,mperature (CCT)","Reflector Options",Reflector,"Reflector Finish","Color Temperature","Fixture Options","Color Temperat","Frosted Lens","Distribution Options"
EX-DCAL-80W,3,EX-DCAL-80W-50K-PCB,5000K,,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-DCAL-80W,3,EX-DCAL-80W-50K-PCB-HV,5000K,,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-DCAL-80W,3,EX-DCAL-80W-30K,3000K,,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,
EX-DCAL-80W,3,EX-DCAL-80W-30K-HV,3000K,,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,
EX-DCAL-80W,3,EX-DCAL-80W-40K,4000K,,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,
EX-DCAL-80W,3,EX-DCAL-80W-40K-HV,4000K,,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,
EX-DCAL-80W,3,EX-DCAL-80W-50K,5000K,,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,
EX-DCAL-80W,3,EX-DCAL-80W-50K-HV,5000K,,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-30K-OCC,3000K,"Bi-Level Dimming Occupancy Sensor Installed",,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-30K-OCC-HV,3000K,"Bi-Level Dimming Occupancy Sensor Installed",,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-30K-PCB,3000K,"Button Style Photocell",,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-30K-PCB-HV,3000K,"Button Style Photocell",,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-40K-OCC,4000K,"Bi-Level Dimming Occupancy Sensor Installed",,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-40K-OCC-HV,4000K,"Bi-Level Dimming Occupancy Sensor Installed",,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-40K-PCB,4000K,"Button Style Photocell",,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-40K-PCB-HV,4000K,"Button Style Photocell",,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-50K-OCC,5000K,"Bi-Level Dimming Occupancy Sensor Installed",,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-50K-OCC-HV,5000K,"Bi-Level Dimming Occupancy Sensor Installed",,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-50K-PCB,5000K,"Button Style Photocell",,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-50K-PCB-HV,5000K,"Button Style Photocell",,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-30K,3000K,None,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-30K-HV,3000K,None,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-40K,4000K,None,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-40K-HV,4000K,None,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-50K,5000K,None,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-DDAL-200W,3,EX-DDAL-200W-50K-HV,5000K,None,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-EM-BK,3000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-EM-BK-HV,3000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-EM-WH,3000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-EM-WH-HV,3000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-EM-GR,3000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-EM-GR-HV,3000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-OCC01-BK,3000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-OCC01-BK-HV,3000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-OCC01-WH,3000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-OCC01-WH-HV,3000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-OCC01-GR,3000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-OCC01-GR-HV,3000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-OCC02-BK,3000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-OCC02-BK-HV,3000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-OCC02-WH,3000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-OCC02-WH-HV,3000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-OCC02-GR,3000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-OCC02-GR-HV,3000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-PCB-BK,3000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-PCB-BK-HV,3000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-PCB-WH,3000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-PCB-WH-HV,3000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-PCB-GR,3000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-PCB-GR-HV,3000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-EM-BK,4000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-EM-BK-HV,4000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-EM-WH,4000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-EM-WH-HV,4000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-EM-GR,4000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-EM-GR-HV,4000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-OCC01-BK,4000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-OCC01-BK-HV,4000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-OCC01-WH,4000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-OCC01-WH-HV,4000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-OCC01-GR,4000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-OCC01-GR-HV,4000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-OCC02-BK,4000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-OCC02-BK-HV,4000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-OCC02-WH,4000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-OCC02-WH-HV,4000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-OCC02-GR,4000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-OCC02-GR-HV,4000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-PCB-BK,4000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-PCB-BK-HV,4000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-PCB-WH,4000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-PCB-WH-HV,4000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-PCB-GR,4000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-40K-PCB-GR-HV,4000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-BK,3000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,
EX-WPC-80W,4,EX-WPC-80W-30K-BK-HV,3000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-EM-BK,3000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-EM-BK-HV,3000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-EM-WH,3000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-EM-WH-HV,3000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-EM-GR,3000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-EM-GR-HV,3000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-OCC01-BK,3000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-OCC01-BK-HV,3000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-OCC01-WH,3000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-OCC01-WH-HV,3000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-OCC01-GR,3000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-OCC01-GR-HV,3000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-OCC02-BK,3000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-OCC02-BK-HV,3000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-OCC02-WH,3000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-OCC02-WH-HV,3000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-OCC02-GR,3000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-OCC02-GR-HV,3000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-PCB-BK,3000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-PCB-BK-HV,3000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-PCB-WH,3000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-PCB-WH-HV,3000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-PCB-GR,3000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-PCB-GR-HV,3000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-EM-BK,4000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-EM-BK-HV,4000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-EM-WH,4000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-EM-WH-HV,4000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-EM-GR,4000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-EM-GR-HV,4000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Emergency Backup",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-OCC01-BK,4000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-OCC01-BK-HV,4000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-OCC01-WH,4000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-OCC01-WH-HV,4000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-OCC01-GR,4000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-OCC01-GR-HV,4000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in On/Off Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-OCC02-BK,4000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-OCC02-BK-HV,4000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-OCC02-WH,4000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-OCC02-WH-HV,4000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-OCC02-GR,4000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-OCC02-GR-HV,4000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Build-in Bi-Level Occupancy Sensor",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-PCB-BK,4000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-PCB-BK-HV,4000K,Black,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-PCB-WH,4000K,White,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-PCB-WH-HV,4000K,White,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-PCB-GR,4000K,Gray,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-40K-PCB-GR-HV,4000K,Gray,,,,,,347-480VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Button Style Photocell",,,,,,,,,,,,,
EX-WPG-60W,4,EX-WPG-60W-30K-BK,3000K,Black,,,,,,120-277VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,
