parent_sku,child_sku,color_temprature
EL-EP30-20,EL-EP30-20-00ew,3000K
EL-EP30-20,EL-EP30-20-50ew,5000K
EL-EP30-2,EL-EP30-2-020ews,2700K
EL-EP30-2,EL-EP30-2-000ews,3000K
EL-EP30-2,EL-EP30-2-050ews,5000K
EL-EP38-,EL-EP38--2020ew,2700K
EL-EP38-,EL-EP38--2000ew,3000K
EL-EP38-,EL-EP38--2050ew,5000K
EL-EM16,EL-EM16-2020ew,2700K
EL-EM16,EL-EM16-2000ew,3000K
EL-EM16,EL-EM16-2050ew,5000K
EL-DLC4,EL-DLC4-1000e,3000K
EL-DLC4,EL-DLC4-1040e,4000K
EL-DLC4,EL-DLC4-1050e,5000K
EL-DLC,EL-DLC-2000e,3000K
EL-DLC,EL-DLC-2040e,4000K
EL-DLC,EL-DLC-2050e,5000K
EL-ET5-B,EL-ET5-B-1140B,4000K
EL-ET5-B,EL-ET5-B-1150B,5000K
EL-ET8-20,EL-ET8-20-1140H,4000K
EL-ET8-20,EL-ET8-20-1150H,5000K
GL-LVTS-45-MVD,GL-LVTS-45-MVD-840,4000K
GL-LVTS-45-MVD,GL-LVTS-45-MVD-850,5000K
GL-LVTS-45-MVD,GL-LVTS-45-MVD-830,3000K
EE-TCB1X4-26W,EE-TCB1X4-26W-835,3500K
EE-TCB1X4-26W,EE-TCB1X4-26W-840,"4000K (Standard)"
EE-TCB1X4-26W,EE-TCB1X4-26W-850,5000K
EE-LTR-22HE,"EE-LTR-22HE-840 XE G4",4000K
EE-LTR-22HE,"EE-LTR-22HE-850 XE G3-HD",5000K
EE-LLS-4VHE-41/8,"EE-LLS-4VHE-41/8-40 XE G4",4000K
EE-LLS-4VHE-41/8,"EE-LLS-4VHE-41/8-50 XE G4",5000K
AEL-LVTP4,AEL-LVTP4-30-SLM,3000K
AEL-LVTP4,AEL-LVTP4-30-MLM,3000K
AEL-LVTP4,AEL-LVTP4-30-HLM,3000K
AEL-LVTP4,AEL-LVTP4-30-MMM,3000K
AEL-LVTP4,AEL-LVTP4-35-SLM,3500K
AEL-LVTP4,AEL-LVTP4-35-MLM,3500K
AEL-LVTP4,AEL-LVTP4-35-HLM,3500K
AEL-LVTP4,AEL-LVTP4-35-MMM,3500K
AEL-LVTP4,AEL-LVTP4-40-SLM,4000K
AEL-LVTP4,AEL-LVTP4-40-MLM,4000K
AEL-LVTP4,AEL-LVTP4-40-HLM,4000K
AEL-LVTP4,AEL-LVTP4-40-MMM,4000K
AEL-LVTP4,AEL-LVTP4-50-SLM,5000K
AEL-LVTP4,AEL-LVTP4-50-MLM,5000K
AEL-LVTP4,AEL-LVTP4-50-HLM,5000K
AEL-LVTP4,AEL-LVTP4-50-MMM,5000K
AEL-LTDL24DA,AEL-LTDL24DA-30-HSSM4A4B4CW,3000K
AEL-LTDL24DA,AEL-LTDL24DA-30-HMSM4A4B4CW,3000K
AEL-LTDL24DA,AEL-LTDL24DA-35-HSSM4A4B4CW,3500K
AEL-LTDL24DA,AEL-LTDL24DA-35-HMSM4A4B4CW,3500K
AEL-LTDL24DA,AEL-LTDL24DA-40-HSSM4A4B4CW,4000K
AEL-LTDL24DA,AEL-LTDL24DA-40-HMSM4A4B4CW,4000K
AEL-LTDL24DA,AEL-LTDL24DA-50-HSSM4A4B4CW,5000K
AEL-LTDL24DA,AEL-LTDL24DA-50-HMSM4A4B4CW,5000K
AEL-LHCL4,AEL-LHCL4-30-SLM,3000K
AEL-LHCL4,AEL-LHCL4-30-MLM,3000K
AEL-LHCL4,AEL-LHCL4-30-HLM,3000K
AEL-LHCL4,AEL-LHCL4-30-SMM,3000K
AEL-LHCL4,AEL-LHCL4-35-SLM,3500K
AEL-LHCL4,AEL-LHCL4-35-MLM,3500K
AEL-LHCL4,AEL-LHCL4-35-HLM,3500K
AEL-LHCL4,AEL-LHCL4-35-SMM,3500K
AEL-LHCL4,AEL-LHCL4-40-SLM,4000K
AEL-LHCL4,AEL-LHCL4-40-MLM,4000K
AEL-LHCL4,AEL-LHCL4-40-HLM,4000K
AEL-LHCL4,AEL-LHCL4-40-SMM,4000K
AEL-LHCL4,AEL-LHCL4-50-SLM,5000K
AEL-LHCL4,AEL-LHCL4-50-MLM,5000K
AEL-LHCL4,AEL-LHCL4-50-HLM,5000K
AEL-LHCL4,AEL-LHCL4-50-SMM,5000K
AEL-PLSW18,AEL-PLSW18-30-SSWM,3000K
AEL-PLSW18,AEL-PLSW18-30-MSWM,3000K
AEL-PLSW18,AEL-PLSW18-30-HSSWM,3000K
AEL-PLSW18,AEL-PLSW18-30-HMSWM,3000K
AEL-PLSW18,AEL-PLSW18-35-SSWM,3500K
AEL-PLSW18,AEL-PLSW18-35-MSWM,3500K
AEL-PLSW18,AEL-PLSW18-35-HSSWM,3500K
AEL-PLSW18,AEL-PLSW18-35-HMSWM,3500K
AEL-PLSW18,AEL-PLSW18-40-SSWM,4000K
AEL-PLSW18,AEL-PLSW18-40-MSWM,4000K
AEL-PLSW18,AEL-PLSW18-40-HSSWM,4000K
AEL-PLSW18,AEL-PLSW18-40-HMSWM,4000K
AEL-PLSW18,AEL-PLSW18-50-SSWM,5000K
AEL-PLSW18,AEL-PLSW18-50-MSWM,5000K
AEL-PLSW18,AEL-PLSW18-50-HSSWM,5000K
AEL-PLSW18,AEL-PLSW18-50-HMSWM,5000K
AEL-PLSW14,AEL-PLSW14-30-SSWM,3000K
AEL-PLSW14,AEL-PLSW14-30-MSWM,3000K
AEL-PLSW14,AEL-PLSW14-30-HSSWM,3000K
AEL-PLSW14,AEL-PLSW14-30-HMSWM,3000K
AEL-PLSW14,AEL-PLSW14-35-SSWM,3500K
AEL-PLSW14,AEL-PLSW14-35-MSWM,3500K
AEL-PLSW14,AEL-PLSW14-35-HSSWM,3500K
AEL-PLSW14,AEL-PLSW14-35-HMSWM,3500K
AEL-PLSW14,AEL-PLSW14-40-SSWM,4000K
AEL-PLSW14,AEL-PLSW14-40-MSWM,4000K
AEL-PLSW14,AEL-PLSW14-40-HSSWM,4000K
AEL-PLSW14,AEL-PLSW14-40-HMSWM,4000K
AEL-PLSW14,AEL-PLSW14-50-SSWM,5000K
AEL-PLSW14,AEL-PLSW14-50-MSWM,5000K
AEL-PLSW14,AEL-PLSW14-50-HSSWM,5000K
AEL-PLSW14,AEL-PLSW14-50-HMSWM,5000K
AEL-LSPR446SN,AEL-LSPR446SN30M,3000K
AEL-LSPR446SN,AEL-LSPR446SN35M,3500K
AEL-LSPR446SN,AEL-LSPR446SN40M,4000K
AEL-LSPR446SN,AEL-LSPR446SN50M,5000K
AEL-LSPR336SN,AEL-LSPR336SN-30M,3000K
AEL-LSPR336SN,AEL-LSPR336SN-35M,3500K
AEL-LSPR336SN,AEL-LSPR336SN-40M,4000K
AEL-LSPR336SN,AEL-LSPR336SN-50M,5000K
AEL-LSPR223SN,AEL-LSPR223SN-30M,3000K
AEL-LSPR223SN,AEL-LSPR223SN-35M,3500K
AEL-LSPR223SN,AEL-LSPR223SN-40M,4000K
AEL-LSPR223SN,AEL-LSPR223SN-50M,5000K
AEL-LSMF4,AEL-LSMF4-30-SLAM,3000K
AEL-LSMF4,AEL-LSMF4-30-MLAM,3000K
AEL-LSMF4,AEL-LSMF4-30-HLAM,3000K
AEL-LSMF4,AEL-LSMF4-30-SMAM,3000K
AEL-LSMF4,AEL-LSMF4-30-MMAM,3000K
AEL-LSMF4,AEL-LSMF4-30-HMAM,3000K
AEL-LSMF4,AEL-LSMF4-30-SHAM,3000K
AEL-LSMF4,AEL-LSMF4-30-HHAM,3000K
AEL-LSMF4,AEL-LSMF4-35-SLAM,3500K
AEL-LSMF4,AEL-LSMF4-35-MLAM,3500K
AEL-LSMF4,AEL-LSMF4-35-HLAM,3500K
AEL-LSMF4,AEL-LSMF4-35-SMAM,3500K
AEL-LSMF4,AEL-LSMF4-35-MMAM,3500K
AEL-LSMF4,AEL-LSMF4-35-HMAM,3500K
AEL-LSMF4,AEL-LSMF4-35-SHAM,3500K
AEL-LSMF4,AEL-LSMF4-35-HHAM,3500K
AEL-LSMF4,AEL-LSMF4-40-SLAM,4000K
AEL-LSMF4,AEL-LSMF4-40-MLAM,4000K
AEL-LSMF4,AEL-LSMF4-40-HLAM,4000K
AEL-LSMF4,AEL-LSMF4-40-SMAM,4000K
AEL-LSMF4,AEL-LSMF4-40-MMAM,4000K
AEL-LSMF4,AEL-LSMF4-40-HMAM,4000K
AEL-LSMF4,AEL-LSMF4-40-SHAM,4000K
AEL-LSMF4,AEL-LSMF4-40-HHAM,4000K
AEL-LSMF4,AEL-LSMF4-50-SLAM,5000K
AEL-LSMF4,AEL-LSMF4-50-MLAM,5000K
AEL-LSMF4,AEL-LSMF4-50-HLAM,5000K
AEL-LSMF4,AEL-LSMF4-50-SMAM,5000K
AEL-LSMF4,AEL-LSMF4-50-MMAM,5000K
AEL-LSMF4,AEL-LSMF4-50-HMAM,5000K
AEL-LSMF4,AEL-LSMF4-50-SHAM,5000K
AEL-LSMF4,AEL-LSMF4-50-HHAM,5000K
AEL-LSMF4,AEL-LSMF4-30-MHAM,3000K
AEL-LSMF4,AEL-LSMF4-35-MHAM,3500K
AEL-LSMF4,AEL-LSMF4-40-MHAM,4000K
AEL-LSMF4,AEL-LSMF4-50-MHAM,5000K
AEL-LSMF2,AEL-LSMF2-30-SLAM,3000K
AEL-LSMF2,AEL-LSMF2-30-MLAM,3000K
AEL-LSMF2,AEL-LSMF2-30-HLAM,3000K
AEL-LSMF2,AEL-LSMF2-35-SLAM,3500K
AEL-LSMF2,AEL-LSMF2-35-MLAM,3500K
AEL-LSMF2,AEL-LSMF2-35-HLAM,3500K
AEL-LSMF2,AEL-LSMF2-40-SLAM,4000K
AEL-LSMF2,AEL-LSMF2-40-MLAM,4000K
AEL-LSMF2,AEL-LSMF2-40-HLAM,4000K
AEL-LSMF2,AEL-LSMF2-50-SLAM,5000K
AEL-LSMF2,AEL-LSMF2-50-MLAM,5000K
AEL-LSMF2,AEL-LSMF2-50-HLAM,5000K
AEL-LSMF1,AEL-LSMF1-30-SLAM,3000K
AEL-LSMF1,AEL-LSMF1-30-MLAM,3000K
AEL-LSMF1,AEL-LSMF1-30-HLAM,3000K
AEL-LSMF1,AEL-LSMF1-35-SLAM,3500K
AEL-LSMF1,AEL-LSMF1-35-MLAM,3500K
AEL-LSMF1,AEL-LSMF1-35-HLAM,3500K
AEL-LSMF1,AEL-LSMF1-40-SLAM,4000K
AEL-LSMF1,AEL-LSMF1-40-MLAM,4000K
AEL-LSMF1,AEL-LSMF1-40-HLAM,4000K
AEL-LSMF1,AEL-LSMF1-50-SLAM,5000K
AEL-LSMF1,AEL-LSMF1-50-MLAM,5000K
AEL-LSMF1,AEL-LSMF1-50-HLAM,5000K
AEL-LLPS4,AEL-LLPS4-30-SLM,3000K
AEL-LLPS4,AEL-LLPS4-30-MLM,3000K
AEL-LLPS4,AEL-LLPS4-30-HLM,3000K
AEL-LLPS4,AEL-LLPS4-30-SMM,3000K
AEL-LLPS4,AEL-LLPS4-35-SLM,3500K
AEL-LLPS4,AEL-LLPS4-35-MLM,3500K
AEL-LLPS4,AEL-LLPS4-35-HLM,3500K
AEL-LLPS4,AEL-LLPS4-35-SMM,3500K
AEL-LLPS4,AEL-LLPS4-40-SLM,4000K
AEL-LLPS4,AEL-LLPS4-40-MLM,4000K
AEL-LLPS4,AEL-LLPS4-40-HLM,4000K
AEL-LLPS4,AEL-LLPS4-40-SMM,4000K
AEL-LLPS4,AEL-LLPS4-50-SLM,5000K
AEL-LLPS4,AEL-LLPS4-50-MLM,5000K
AEL-LLPS4,AEL-LLPS4-50-HLM,5000K
AEL-LLPS4,AEL-LLPS4-50-SMM,5000K
AEL-LSB8,AEL-LSB8-30-SLM,3000K
AEL-LSB8,AEL-LSB8-30-MLM,3000K
AEL-LSB8,AEL-LSB8-30-HLM,3000K
AEL-LSB8,AEL-LSB8-30-SMM,3000K
AEL-LSB8,AEL-LSB8-30-MMM,3000K
AEL-LSB8,AEL-LSB8-30-HMM,3000K
AEL-LSB8,AEL-LSB8-30-SHM,3000K
AEL-LSB8,AEL-LSB8-30-MHM,3000K
AEL-LSB8,AEL-LSB8-30-HHM,3000K
AEL-LSB8,AEL-LSB8-35-SLM,3500K
AEL-LSB8,AEL-LSB8-35-MLM,3500K
AEL-LSB8,AEL-LSB8-35-HLM,3500K
AEL-LSB8,AEL-LSB8-35-SMM,3500K
AEL-LSB8,AEL-LSB8-35-MMM,3500K
AEL-LSB8,AEL-LSB8-35-HMM,3500K
AEL-LSB8,AEL-LSB8-35-SHM,3500K
AEL-LSB8,AEL-LSB8-35-MHM,3500K
AEL-LSB8,AEL-LSB8-35-HHM,3500K
AEL-LSB8,AEL-LSB8-40-SLM,4000K
AEL-LSB8,AEL-LSB8-40-MLM,4000K
AEL-LSB8,AEL-LSB8-40-HLM,4000K
AEL-LSB8,AEL-LSB8-40-SMM,4000K
AEL-LSB8,AEL-LSB8-40-MMM,4000K
AEL-LSB8,AEL-LSB8-40-HMM,4000K
AEL-LSB8,AEL-LSB8-40-SHM,4000K
AEL-LSB8,AEL-LSB8-40-MHM,4000K
AEL-LSB8,AEL-LSB8-40-HHM,4000K
AEL-LSB8,AEL-LSB8-50-SLM,5000K
AEL-LSB8,AEL-LSB8-50-MLM,5000K
AEL-LSB8,AEL-LSB8-50-HLM,5000K
AEL-LSB8,AEL-LSB8-50-SMM,5000K
AEL-LSB8,AEL-LSB8-50-MMM,5000K
AEL-LSB8,AEL-LSB8-50-HMM,5000K
AEL-LSB8,AEL-LSB8-50-SHM,5000K
AEL-LSB8,AEL-LSB8-50-MHM,5000K
AEL-LSB8,AEL-LSB8-50-HHM,5000K
AEL-LSB4,AEL-LSB4-30-SLM,3000K
AEL-LSB4,AEL-LSB4-30-MLM,3000K
AEL-LSB4,AEL-LSB4-30-HLM,3000K
AEL-LSB4,AEL-LSB4-30-SMM,3000K
AEL-LSB4,AEL-LSB4-35-SLM,3500K
AEL-LSB4,AEL-LSB4-35-MLM,3500K
AEL-LSB4,AEL-LSB4-35-HLM,3500K
AEL-LSB4,AEL-LSB4-35-SMM,3500K
AEL-LSB4,AEL-LSB4-40-SLM,4000K
AEL-LSB4,AEL-LSB4-40-MLM,4000K
AEL-LSB4,AEL-LSB4-40-HLM,4000K
AEL-LSB4,AEL-LSB4-40-SMM,4000K
AEL-LSB4,AEL-LSB4-50-SLM,5000K
AEL-LSB4,AEL-LSB4-50-MLM,5000K
AEL-LSB4,AEL-LSB4-50-HLM,5000K
AEL-LSB4,AEL-LSB4-50-SMM,5000K
AEL-LCS8,AEL-LCS8-30-SLM,3000K
AEL-LCS8,AEL-LCS8-30-MLM,3000K
AEL-LCS8,AEL-LCS8-30-HLM,3000K
AEL-LCS8,AEL-LCS8-30-SMM,3000K
AEL-LCS8,AEL-LCS8-30-MMM,3000K
AEL-LCS8,AEL-LCS8-30-HMM,3000K
AEL-LCS8,AEL-LCS8-30-SHM,3000K
AEL-LCS8,AEL-LCS8-30-MHM,3000K
AEL-LCS8,AEL-LCS8-30-HHM,3000K
AEL-LCS8,AEL-LCS8-35-SLM,3500K
AEL-LCS8,AEL-LCS8-35-MLM,3500K
AEL-LCS8,AEL-LCS8-35-HLM,3500K
AEL-LCS8,AEL-LCS8-35-SMM,3500K
AEL-LCS8,AEL-LCS8-35-MMM,3500K
AEL-LCS8,AEL-LCS8-35-HMM,3500K
AEL-LCS8,AEL-LCS8-35-SHM,3500K
AEL-LCS8,AEL-LCS8-35-MHM,3500K
AEL-LCS8,AEL-LCS8-35-HHM,3500K
AEL-LCS8,AEL-LCS8-40-SLM,4000K
AEL-LCS8,AEL-LCS8-40-MLM,4000K
AEL-LCS8,AEL-LCS8-40-HLM,4000K
AEL-LCS8,AEL-LCS8-40-SMM,4000K
AEL-LCS8,AEL-LCS8-40-MMM,4000K
AEL-LCS8,AEL-LCS8-40-HMM,4000K
AEL-LCS8,AEL-LCS8-40-SHM,4000K
AEL-LCS8,AEL-LCS8-40-MHM,4000K
AEL-LCS8,AEL-LCS8-40-HHM,4000K
AEL-LCS8,AEL-LCS8-50-SLM,5000K
AEL-LCS8,AEL-LCS8-50-MLM,5000K
AEL-LCS8,AEL-LCS8-50-HLM,5000K
AEL-LCS8,AEL-LCS8-50-SMM,5000K
AEL-LCS8,AEL-LCS8-50-MMM,5000K
AEL-LCS8,AEL-LCS8-50-HMM,5000K
AEL-LCS8,AEL-LCS8-50-SHM,5000K
AEL-LCS8,AEL-LCS8-50-MHM,5000K
AEL-LCS8,AEL-LCS8-50-HHM,5000K
AEL-LCS4,AEL-LCS4-30-SLM,3000K
AEL-LCS4,AEL-LCS4-30-MLM,3000K
AEL-LCS4,AEL-LCS4-30-HLM,3000K
AEL-LCS4,AEL-LCS4-30-SMM,3000K
AEL-LCS4,AEL-LCS4-35-SLM,3500K
AEL-LCS4,AEL-LCS4-35-MLM,3500K
AEL-LCS4,AEL-LCS4-35-HLM,3500K
AEL-LCS4,AEL-LCS4-35-SMM,3500K
AEL-LCS4,AEL-LCS4-40-SLM,4000K
AEL-LCS4,AEL-LCS4-40-MLM,4000K
AEL-LCS4,AEL-LCS4-40-HLM,4000K
AEL-LCS4,AEL-LCS4-40-SMM,4000K
AEL-LCS4,AEL-LCS4-50-SLM,5000K
AEL-LCS4,AEL-LCS4-50-MLM,5000K
AEL-LCS4,AEL-LCS4-50-HLM,5000K
AEL-LCS4,AEL-LCS4-50-SMM,5000K
AEL-LSCDR,AEL-LSCDR-30M-2,3000K
AEL-LSCDR,AEL-LSCDR-30M-3,3000K
AEL-LSCDR,AEL-LSCDR-30M-4,3000K
AEL-LSCDR,AEL-LSCDR-30M-8,3000K
AEL-LSCDR,AEL-LSCDR-35M-2,3500K
AEL-LSCDR,AEL-LSCDR-35M-3,3500K
AEL-LSCDR,AEL-LSCDR-35M-4,3500K
AEL-LSCDR,AEL-LSCDR-35M-8,3500K
AEL-LSCDR,AEL-LSCDR-40M-2,4000K
AEL-LSCDR,AEL-LSCDR-40M-3,4000K
AEL-LSCDR,AEL-LSCDR-40M-4,4000K
AEL-LSCDR,AEL-LSCDR-40M-8,4000K
AEL-LSCDR,AEL-LSCDR-50M-2,5000K
AEL-LSCDR,AEL-LSCDR-50M-3,5000K
AEL-LSCDR,AEL-LSCDR-50M-4,5000K
AEL-LSCDR,AEL-LSCDR-50M-8,5000K
AEL-LMWHB,AEL-LMWHB-30-SCM,3000K
AEL-LMWHB,AEL-LMWHB-30-MCM,3000K
AEL-LMWHB,AEL-LMWHB-30-HCM,3000K
AEL-LMWHB,AEL-LMWHB-35-SCM,3500K
AEL-LMWHB,AEL-LMWHB-35-MCM,3500K
AEL-LMWHB,AEL-LMWHB-35-HCM,3500K
AEL-LMWHB,AEL-LMWHB-40-SCM,4000K
AEL-LMWHB,AEL-LMWHB-40-MCM,4000K
AEL-LMWHB,AEL-LMWHB-40-HCM,4000K
AEL-LMWHB,AEL-LMWHB-50-SCM,5000K
AEL-LMWHB,AEL-LMWHB-50-MCM,5000K
AEL-LMWHB,AEL-LMWHB-50-HCM,5000K
ELI-E1BPL2-H30D,ELI-E1BPL2-H30D-835,3500K
ELI-E1BPL2-H30D,ELI-E1BPL2-H30D-840,4000K
ELI-E1BPL2-H30D,ELI-E1BPL2-H30D-850,5000K
ELI-E1BPL1-H30D,ELI-E1BPL1-H30D-835,3500K
ELI-E1BPL1-H30D,ELI-E1BPL1-H30D-840,4000K
ELI-E1BPL1-H30D,ELI-E1BPL1-H30D-850,5000K
DG-SWPPCQF1X23U,DG-SWPPCQF1X23U-4KZ,4000K
DG-SWPPCQF1X23U,DG-SWPPCQF1X23U-5KZ,5000K
AEL-LVTP8,AEL-LVTP8-30-SLM,3000K
AEL-LVTP8,AEL-LVTP8-30-MLM,3000K
AEL-LVTP8,AEL-LVTP8-30-HLM,3000K
AEL-LVTP8,AEL-LVTP8-30-SMM,3000K
AEL-LVTP8,AEL-LVTP8-30-MMM,3000K
AEL-LVTP8,AEL-LVTP8-30-HMM,3000K
AEL-LVTP8,AEL-LVTP8-30-SHM,3000K
AEL-LVTP8,AEL-LVTP8-30-MHM,3000K
AEL-LVTP8,AEL-LVTP8-30-HHM,3000K
AEL-LVTP8,AEL-LVTP8-35-SLM,3500K
AEL-LVTP8,AEL-LVTP8-35-MLM,3500K
AEL-LVTP8,AEL-LVTP8-35-HLM,3500K
AEL-LVTP8,AEL-LVTP8-35-SMM,3500K
AEL-LVTP8,AEL-LVTP8-35-MMM,3500K
AEL-LVTP8,AEL-LVTP8-35-HMM,3500K
AEL-LVTP8,AEL-LVTP8-35-SHM,3500K
AEL-LVTP8,AEL-LVTP8-35-MHM,3500K
AEL-LVTP8,AEL-LVTP8-35-HHM,3500K
AEL-LVTP8,AEL-LVTP8-40-SLM,4000K
AEL-LVTP8,AEL-LVTP8-40-MLM,4000K
AEL-LVTP8,AEL-LVTP8-40-HLM,4000K
AEL-LVTP8,AEL-LVTP8-40-SMM,4000K
AEL-LVTP8,AEL-LVTP8-40-MMM,4000K
AEL-LVTP8,AEL-LVTP8-40-HMM,4000K
AEL-LVTP8,AEL-LVTP8-40-SHM,4000K
AEL-LVTP8,AEL-LVTP8-40-MHM,4000K
AEL-LVTP8,AEL-LVTP8-40-HHM,4000K
AEL-LVTP8,AEL-LVTP8-45-SLM,4500K
AEL-LVTP8,AEL-LVTP8-45-MLM,4500K
AEL-LVTP8,AEL-LVTP8-45-HLM,4500K
AEL-LVTP8,AEL-LVTP8-45-SMM,4500K
AEL-LVTP8,AEL-LVTP8-45-MMM,4500K
AEL-LVTP8,AEL-LVTP8-45-HMM,4500K
AEL-LVTP8,AEL-LVTP8-45-SHM,4500K
AEL-LVTP8,AEL-LVTP8-45-MHM,4500K
AEL-LVTP8,AEL-LVTP8-45-HHM,4500K
AEL-LBSL8,AEL-LBSL8-30-MLM,3000K
AEL-LBSL8,AEL-LBSL8-30-HLM,3000K
AEL-LBSL8,AEL-LBSL8-35-MLM,3500K
AEL-LBSL8,AEL-LBSL8-35-HLM,3500K
AEL-LBSL8,AEL-LBSL8-40-MLM,4000K
AEL-LBSL8,AEL-LBSL8-40-HLM,4000K
AEL-LBSL8,AEL-LBSL8-50-MLM,5000K
AEL-LBSL8,AEL-LBSL8-50-HLM,5000K
AEL-LBSL4,AEL-LBSL4-30-SLM,3000K
AEL-LBSL4,AEL-LBSL4-30-MLM,3000K
AEL-LBSL4,AEL-LBSL4-35-SLM,3500K
AEL-LBSL4,AEL-LBSL4-35-MLM,3500K
AEL-LBSL4,AEL-LBSL4-40-SLM,4000K
AEL-LBSL4,AEL-LBSL4-40-MLM,4000K
AEL-LBSL4,AEL-LBSL4-50-SLM,5000K
AEL-LBSL4,AEL-LBSL4-50-MLM,5000K
AEL-LBSL2,AEL-LBSL2-30SLM,3000K
AEL-LBSL2,AEL-LBSL2-35SLM,3500K
AEL-LBSL2,AEL-LBSL2-40SLM,4000K
AEL-LBSL2,AEL-LBSL2-50SLM,5000K
AEL-LRHB4,AEL-LRHB4-30-SAM,3000K
AEL-LRHB4,AEL-LRHB4-30-MAM,3000K
AEL-LRHB4,AEL-LRHB4-30-HAM,3000K
AEL-LRHB4,AEL-LRHB4-35-SAM,3500K
AEL-LRHB4,AEL-LRHB4-35-MAM,3500K
AEL-LRHB4,AEL-LRHB4-35-HAM,3500K
AEL-LRHB4,AEL-LRHB4-40-SAM,4000K
AEL-LRHB4,AEL-LRHB4-40-MAM,4000K
AEL-LRHB4,AEL-LRHB4-40-HAM,4000K
AEL-LRHB4,AEL-LRHB4-50-SAM,5000K
AEL-LRHB4,AEL-LRHB4-50-MAM,5000K
AEL-LRHB4,AEL-LRHB4-50-HAM,5000K
AEL-LRHB2,AEL-LRHB2-30-SAM,3000K
AEL-LRHB2,AEL-LRHB2-30-MAM,3000K
AEL-LRHB2,AEL-LRHB2-30-HAM,3000K
AEL-LRHB2,AEL-LRHB2-35-SAM,3500K
AEL-LRHB2,AEL-LRHB2-35-MAM,3500K
AEL-LRHB2,AEL-LRHB2-35-HAM,3500K
AEL-LRHB2,AEL-LRHB2-40-SAM,4000K
AEL-LRHB2,AEL-LRHB2-40-MAM,4000K
AEL-LRHB2,AEL-LRHB2-40-HAM,4000K
AEL-LRHB2,AEL-LRHB2-50-SAM,5000K
AEL-LRHB2,AEL-LRHB2-50-MAM,5000K
AEL-LRHB2,AEL-LRHB2-50-HAM,5000K
DG-LWPCOQF1X56U,DG-LWPCOQF1X56U-4KCZ,4000K
DG-LWPCOQF1X56U,DG-LWPCOQF1X56U-5KCZ,5000K
AEL-LFHB,AEL-LFHB-30-SMDL12,3000K
AEL-LFHB,AEL-LFHB-30-SMDL14,3000K
AEL-LFHB,AEL-LFHB-30-SMDL18,3000K
AEL-LFHB,AEL-LFHB-30-HMDL24,3000K
AEL-LFHB,AEL-LFHB-30-HMDL30,3000K
AEL-LFHB,AEL-LFHB-30-HMDL36,3000K
AEL-LFHB,AEL-LFHB-35-SMDL12,3500K
AEL-LFHB,AEL-LFHB-35-SMDL14,3500K
AEL-LFHB,AEL-LFHB-35-SMDL18,3500K
AEL-LFHB,AEL-LFHB-35-HMDL24,3500K
AEL-LFHB,AEL-LFHB-35-HMDL30,3500K
AEL-LFHB,AEL-LFHB-35-HMDL36,3500K
AEL-LFHB,AEL-LFHB-40-SMDL12,4000K
AEL-LFHB,AEL-LFHB-40-SMDL14,4000K
AEL-LFHB,AEL-LFHB-40-SMDL18,4000K
AEL-LFHB,AEL-LFHB-40-HMDL24,4000K
AEL-LFHB,AEL-LFHB-40-HMDL30,4000K
AEL-LFHB,AEL-LFHB-40-HMDL36,4000K
AEL-LFHB,AEL-LFHB-50-SMDL12,5000K
AEL-LFHB,AEL-LFHB-50-SMDL14,5000K
AEL-LFHB,AEL-LFHB-50-SMDL18,5000K
AEL-LFHB,AEL-LFHB-50-HMDL24,5000K
AEL-LFHB,AEL-LFHB-50-HMDL30,5000K
AEL-LFHB,AEL-LFHB-50-HMDL36,5000K
AEL-LFHB,AEL-LFHB-57-SMDL12,5700K
AEL-LFHB,AEL-LFHB-57-SMDL14,5700K
AEL-LFHB,AEL-LFHB-57-SMDL18,5700K
AEL-LFHB,AEL-LFHB-57-HMDL24,5700K
AEL-LFHB,AEL-LFHB-57-HMDL30,5700K
AEL-LFHB,AEL-LFHB-57-HMDL36,5700K
ELI-E4PL4A36D,ELI-E4PL4A36D-840,4000K
ELI-E4PL4A36D,ELI-E4PL4A36D-850,5000K
DG-9X9QF1X23U,DG-9X9QF1X23U-4K-S-Z,4000K
DG-9X9QF1X23U,DG-9X9QF1X23U-4K-S-C,4000K
DG-9X9QF1X23U,DG-9X9QF1X23U-4K-L-Z,4000K
DG-9X9QF1X23U,DG-9X9QF1X23U-4K-L-C,4000K
DG-9X9QF1X23U,DG-9X9QF1X23U-5K-S-Z,5000K
DG-9X9QF1X23U,DG-9X9QF1X23U-5K-S-C,5000K
DG-9X9QF1X23U,DG-9X9QF1X23U-5K-L-Z,5000K
DG-9X9QF1X23U,DG-9X9QF1X23U-5K-L-C,5000K
AEL-LELV4,AEL-LELV4-30-SLM,3000K
AEL-LELV4,AEL-LELV4-30-MLM,3000K
AEL-LELV4,AEL-LELV4-30-HLM,3000K
AEL-LELV4,AEL-LELV4-30-SMM,3000K
AEL-LELV4,AEL-LELV4-30-MMM,3000K
AEL-LELV4,AEL-LELV4-30-HMM,3000K
AEL-LELV4,AEL-LELV4-30-SHM,3000K
AEL-LELV4,AEL-LELV4-30-MHM,3000K
AEL-LELV4,AEL-LELV4-30-HHM,3000K
AEL-LELV4,AEL-LELV4-35-SLM,3500K
AEL-LELV4,AEL-LELV4-35-MLM,3500K
