parent_sku,child_sku,watteg_&_lumen_option,Color_Temperature
ML-LD23-48LED,ML-LD23-48LED-40DMVWHFR-30H4W5,"40 Watts / 4\,000 Lumens",3000K
ML-LD23-48LED,ML-LD23-48LED-40DMVWHFR-35H4W5,"40 Watts / 4\,000 Lumens",3500K
ML-LD23-48LED,ML-LD23-48LED-40DMVWHFR-40H4W5,"40 Watts / 4\,000 Lumens",4000K
ML-LD23-48LED,ML-LD23-48LED-40DMVWHFR-50H4W5,"40 Watts / 4\,000 Lumens",5000K
ML-LD23-48LED,ML-LD23-48LED-45DMVWHFR-30H4W5,"45 Watts / 4\,500 Lumens",3000K
ML-LD23-48LED,ML-LD23-48LED-45DMVWHFR-35H4W5,"45 Watts / 4\,500 Lumens",3500K
ML-LD23-48LED,ML-LD23-48LED-45DMVWHFR-40H4W5,"45 Watts / 4\,500 Lumens",4000K
ML-LD23-48LED,ML-LD23-48LED-45DMVWHFR-50H4W5,"45 Watts / 4\,500 Lumens",5000K
ML-VWHBS,ML-VWHBS-LED80DMV-30,"80 Watts / 8\,000 Lumens",3000K
ML-VWHBS,ML-VWHBS-LED80DMV-35,"80 Watts / 8\,000 Lumens",3500K
ML-VWHBS,ML-VWHBS-LED80DMV-40,"80 Watts / 8\,000 Lumens",4000K
ML-VWHBS,ML-VWHBS-LED80DMV-50,"80 Watts / 8\,000 Lumens","5000K (recommended)"
ML-VWHBS,ML-VWHBS-LED100DMV-30,"100 Watts / 10\,000 Lumens",3000K
ML-VWHBS,ML-VWHBS-LED100DMV-35,"100 Watts / 10\,000 Lumens",3500K
ML-VWHBS,ML-VWHBS-LED100DMV-40,"100 Watts / 10\,000 Lumens",4000K
ML-VWHBS,ML-VWHBS-LED100DMV-50,"100 Watts / 10\,000 Lumens","5000K (recommended)"
ML-VWHBS,ML-VWHBS-LED140DMV-30,"140 Watts / 14\,000 Lumens",3000K
ML-VWHBS,ML-VWHBS-LED140DMV-35,"140 Watts / 14\,000 Lumens",3500K
ML-VWHBS,ML-VWHBS-LED140DMV-40,"140 Watts / 14\,000 Lumens",4000K
ML-VWHBS,ML-VWHBS-LED140DMV-50,"140 Watts / 14\,000 Lumens","5000K (recommended)"
ML-VWFHB,ML-VWFHB-LED80DMVCL-30,"80 Watts / 8\,730 Lumens",3000K
ML-VWFHB,ML-VWFHB-LED80DMVCL-35,"80 Watts / 8\,730 Lumens",3500K
ML-VWFHB,ML-VWFHB-LED80DMVCL-40,"80 Watts / 8\,730 Lumens",4000K
ML-VWFHB,ML-VWFHB-LED80DMVCL-50,"80 Watts / 8\,730 Lumens",5000K
ML-VWFHB,ML-VWFHB-LED100DMVCL-30,"100 Watts / 11\,100 Lumens",3000K
ML-VWFHB,ML-VWFHB-LED100DMVCL-35,"100 Watts / 11\,100 Lumens",3500K
ML-VWFHB,ML-VWFHB-LED100DMVCL-40,"100 Watts / 11\,100 Lumens",4000K
ML-VWFHB,ML-VWFHB-LED100DMVCL-50,"100 Watts / 11\,100 Lumens",5000K
ML-VWFHB,ML-VWFHB-LED120DMVCL-30,"120 Watts / 13\,350 Lumens",3000K
ML-VWFHB,ML-VWFHB-LED120DMVCL-35,"120 Watts / 13\,350 Lumens",3500K
ML-VWFHB,ML-VWFHB-LED120DMVCL-40,"120 Watts / 13\,350 Lumens",4000K
ML-VWFHB,ML-VWFHB-LED120DMVCL-50,"120 Watts / 13\,350 Lumens",5000K
ML-VWFHB,ML-VWFHB-LED140DMVCL-30,"140 Watts / 15\,550 Lumens",3000K
ML-VWFHB,ML-VWFHB-LED140DMVCL-35,"140 Watts / 15\,550 Lumens",3500K
ML-VWFHB,ML-VWFHB-LED140DMVCL-40,"140 Watts / 15\,550 Lumens",4000K
ML-VWFHB,ML-VWFHB-LED140DMVCL-50,"140 Watts / 15\,550 Lumens",5000K
ML-VWFHB,ML-VWFHB-LED150DMVCL-30,"150 Watts / 16\,500 Lumens",3000K
ML-VWFHB,ML-VWFHB-LED150DMVCL-35,"150 Watts / 16\,500 Lumens",3500K
ML-VWFHB,ML-VWFHB-LED150DMVCL-40,"150 Watts / 16\,500 Lumens",4000K
ML-VWFHB,ML-VWFHB-LED150DMVCL-50,"150 Watts / 16\,500 Lumens",5000K
ML-VWFHB,ML-VWFHB-LED180DMVCL-30,"180 Watts / 20\,000 Lumens",3000K
ML-VWFHB,ML-VWFHB-LED180DMVCL-35,"180 Watts / 20\,000 Lumens",3500K
ML-VWFHB,ML-VWFHB-LED180DMVCL-40,"180 Watts / 20\,000 Lumens",4000K
ML-VWFHB,ML-VWFHB-LED180DMVCL-50,"180 Watts / 20\,000 Lumens",5000K
ML-HBRMSR,ML-HBRMSR-LED135DMVBZ-40,"135 Watts / 19\,400 Lumens",4000K
ML-HBRMSR,ML-HBRMSR-LED135DMVBZ-50,"135 Watts / 19\,400 Lumens",5000K
ML-HBRMSR,ML-HBRMSR-LED175DMVBZ-40,"175 Watts / 25\,600 Lumens",4000K
ML-HBRMSR,ML-HBRMSR-LED175DMVBZ-50,"175 Watts / 25\,600 Lumens",5000K
ML-HBRMSR,ML-HBRMSR-LED200DMVBZ-40,"200 Watts / 29\,800 Lumens",4000K
ML-HBRMSR,ML-HBRMSR-LED200DMVBZ-50,"200 Watts / 29\,800 Lumens",5000K
ML-FHBX-96LED,ML-FHBX-96LED-97DMV-30,"97 Watts / 11\,300 Lumens",3000K
ML-FHBX-96LED,ML-FHBX-96LED-97DMV-35,"97 Watts / 11\,300 Lumens",3500K
ML-FHBX-96LED,ML-FHBX-96LED-97DMV-40,"97 Watts / 11\,300 Lumens",4000K
ML-FHBX-96LED,ML-FHBX-96LED-97DMV-50,"97 Watts / 11\,300 Lumens",5000K
ML-FHBX-96LED,ML-FHBX-96LED-144DMV-30,"144 Watts / 19\,500 Lumens",3000K
ML-FHBX-96LED,ML-FHBX-96LED-144DMV-35,"144 Watts / 19\,500 Lumens",3500K
ML-FHBX-96LED,ML-FHBX-96LED-144DMV-40,"144 Watts / 19\,500 Lumens",4000K
ML-FHBX-96LED,ML-FHBX-96LED-144DMV-50,"144 Watts / 19\,500 Lumens",5000K
ML-FHBX-48LED,ML-FHBX-48LED-32DMV-30,"32 Watts / 3\,450 Lumens",3000K
ML-FHBX-48LED,ML-FHBX-48LED-32DMV-35,"32 Watts / 3\,450 Lumens",3500K
ML-FHBX-48LED,ML-FHBX-48LED-32DMV-40,"32 Watts / 3\,450 Lumens",4000K
ML-FHBX-48LED,ML-FHBX-48LED-32DMV-50,"32 Watts / 3\,450 Lumens",5000K
ML-FHBX-48LED,ML-FHBX-48LED-48DMV-30,"48 Watts / 5\,640 Lumens",3000K
ML-FHBX-48LED,ML-FHBX-48LED-48DMV-35,"48 Watts / 5\,640 Lumens",3500K
ML-FHBX-48LED,ML-FHBX-48LED-48DMV-40,"48 Watts / 5\,640 Lumens",4000K
ML-FHBX-48LED,ML-FHBX-48LED-48DMV-50,"48 Watts / 5\,640 Lumens",5000K
ML-FHBX-48LED,ML-FHBX-48LED-57DMV-30,"57 Watts / 6\,400 Lumens",3000K
ML-FHBX-48LED,ML-FHBX-48LED-57DMV-35,"57 Watts / 6\,400 Lumens",3500K
ML-FHBX-48LED,ML-FHBX-48LED-57DMV-40,"57 Watts / 6\,400 Lumens",4000K
ML-FHBX-48LED,ML-FHBX-48LED-57DMV-50,"57 Watts / 6\,400 Lumens",5000K
ML-FHBX-48LED,ML-FHBX-48LED-72DMV-30,"72 Watts / 8\,200 Lumens",3000K
ML-FHBX-48LED,ML-FHBX-48LED-72DMV-35,"72 Watts / 8\,200 Lumens",3500K
ML-FHBX-48LED,ML-FHBX-48LED-72DMV-40,"72 Watts / 8\,200 Lumens",4000K
ML-FHBX-48LED,ML-FHBX-48LED-72DMV-50,"72 Watts / 8\,200 Lumens",5000K
ML-FHBR-96LED,ML-FHBR-96LED-97DMV-30,"97 Watts / 11\,300 Lumens",3000K
ML-FHBR-96LED,ML-FHBR-96LED-97DMV-35,"97 Watts / 11\,300 Lumens",3500K
ML-FHBR-96LED,ML-FHBR-96LED-97DMV-40,"97 Watts / 11\,300 Lumens",4000K
ML-FHBR-96LED,ML-FHBR-96LED-97DMV-50,"97 Watts / 11\,300 Lumens",5000K
ML-FHBR-96LED,ML-FHBR-96LED-114DMV-30,"114 Watts / 12\,800 Lumens",3000K
ML-FHBR-96LED,ML-FHBR-96LED-114DMV-35,"114 Watts / 12\,800 Lumens",3500K
ML-FHBR-96LED,ML-FHBR-96LED-114DMV-40,"114 Watts / 12\,800 Lumens",4000K
ML-FHBR-96LED,ML-FHBR-96LED-114DMV-50,"114 Watts / 12\,800 Lumens",5000K
ML-FHBR-48LED,ML-FHBR-48LED-32DMV-30,"32 Watts / 3\,450 Lumens",3000K
ML-FHBR-48LED,ML-FHBR-48LED-32DMV-35,"32 Watts / 3\,450 Lumens",3500K
ML-FHBR-48LED,ML-FHBR-48LED-32DMV-40,"32 Watts / 3\,450 Lumens",4000K
ML-FHBR-48LED,ML-FHBR-48LED-32DMV-50,"32 Watts / 3\,450 Lumens",5000K
ML-FHBR-48LED,ML-FHBR-48LED-48DMV-30,"48 Watts / 5\,640 Lumens",3000K
ML-FHBR-48LED,ML-FHBR-48LED-48DMV-35,"48 Watts / 5\,640 Lumens",3500K
ML-FHBR-48LED,ML-FHBR-48LED-48DMV-40,"48 Watts / 5\,640 Lumens",4000K
ML-FHBR-48LED,ML-FHBR-48LED-48DMV-50,"48 Watts / 5\,640 Lumens",5000K
ML-FHBR-48LED,ML-FHBR-48LED-57DMV-30,"57 Watts / 6\,400 Lumens",3000K
ML-FHBR-48LED,ML-FHBR-48LED-57DMV-35,"57 Watts / 6\,400 Lumens",3500K
ML-FHBR-48LED,ML-FHBR-48LED-57DMV-40,"57 Watts / 6\,400 Lumens",4000K
ML-FHBR-48LED,ML-FHBR-48LED-57DMV-50,"57 Watts / 6\,400 Lumens",5000K
ML-FHBR-48LED,ML-FHBR-48LED-72DMV-30,"72 Watts / 8\,200 Lumens",3000K
ML-FHBR-48LED,ML-FHBR-48LED-72DMV-35,"72 Watts / 8\,200 Lumens",3500K
ML-FHBR-48LED,ML-FHBR-48LED-72DMV-40,"72 Watts / 8\,200 Lumens",4000K
ML-FHBR-48LED,ML-FHBR-48LED-72DMV-50,"72 Watts / 8\,200 Lumens",5000K
ML-FHBC,ML-FHBC-24LED57DMV-30,"57 Watts / 7\,640 Lumens",3000K
ML-FHBC,ML-FHBC-24LED57DMV-35,"57 Watts / 7\,640 Lumens",3500K
ML-FHBC,ML-FHBC-24LED57DMV-40,"57 Watts / 7\,640 Lumens",4000K
ML-FHBC,ML-FHBC-24LED57DMV-50,"57 Watts / 7\,640 Lumens",5000K
ML-FHBC,ML-FHBC-24LED114DMV-30,"114 Watts / 16\,000 Lumens",3000K
ML-FHBC,ML-FHBC-24LED114DMV-35,"114 Watts / 16\,000 Lumens",3500K
ML-FHBC,ML-FHBC-24LED114DMV-40,"114 Watts / 16\,000 Lumens",4000K
ML-FHBC,ML-FHBC-24LED114DMV-50,"114 Watts / 16\,000 Lumens",5000K
ML-FHBC,ML-FHBC-24LED144DMV-30,"144 Watts / 19\,000 Lumens",3000K
ML-FHBC,ML-FHBC-24LED144DMV-35,"144 Watts / 19\,000 Lumens",3500K
ML-FHBC,ML-FHBC-24LED144DMV-40,"144 Watts / 19\,000 Lumens",4000K
ML-FHBC,ML-FHBC-24LED144DMV-50,"144 Watts / 19\,000 Lumens",5000K
ML-FHBC-48LED,ML-FHBC-48LED-114DMV-30,"114 Watts / 17\,560 Lumens",3000K
ML-FHBC-48LED,ML-FHBC-48LED-114DMV-35,"114 Watts / 17\,560 Lumens",3500K
ML-FHBC-48LED,ML-FHBC-48LED-114DMV-40,"114 Watts / 17\,560 Lumens",4000K
ML-FHBC-48LED,ML-FHBC-48LED-114DMV-50,"114 Watts / 17\,560 Lumens",5000K
ML-FHBC-48LED,ML-FHBC-48LED-144DMV-30,"144 Watts / 21\,305 Lumens",3000K
ML-FHBC-48LED,ML-FHBC-48LED-144DMV-35,"144 Watts / 21\,305 Lumens",3500K
ML-FHBC-48LED,ML-FHBC-48LED-144DMV-40,"144 Watts / 21\,305 Lumens",4000K
ML-FHBC-48LED,ML-FHBC-48LED-144DMV-50,"144 Watts / 21\,305 Lumens",5000K
ML-FHBC-48LED,ML-FHBC-48LED-166DMV-30,"166 Watts / 25\,150 Lumens",3000K
ML-FHBC-48LED,ML-FHBC-48LED-166DMV-35,"166 Watts / 25\,150 Lumens",3500K
ML-FHBC-48LED,ML-FHBC-48LED-166DMV-40,"166 Watts / 25\,150 Lumens",4000K
ML-FHBC-48LED,ML-FHBC-48LED-166DMV-50,"166 Watts / 25\,150 Lumens",5000K
ML-FHBC-48LED,ML-FHBC-48LED-195DMV-30,"195 Watts / 28\,410 Lumens",3000K
ML-FHBC-48LED,ML-FHBC-48LED-195DMV-35,"195 Watts / 28\,410 Lumens",3500K
ML-FHBC-48LED,ML-FHBC-48LED-195DMV-40,"195 Watts / 28\,410 Lumens",4000K
ML-FHBC-48LED,ML-FHBC-48LED-195DMV-50,"195 Watts / 28\,410 Lumens",5000K
ML-FHBC-48LED,ML-FHBC-48LED-272DMV-30,"272 Watts / 36\,000 Lumens",3000K
ML-FHBC-48LED,ML-FHBC-48LED-272DMV-35,"272 Watts / 36\,000 Lumens",3500K
ML-FHBC-48LED,ML-FHBC-48LED-272DMV-40,"272 Watts / 36\,000 Lumens",4000K
ML-FHBC-48LED,ML-FHBC-48LED-272DMV-50,"272 Watts / 36\,000 Lumens",5000K
ML-LHBIP,ML-LHBIP-LED230MV-40K,"220 Watts / 29\,370 Lumens",4000K
ML-LHBIP,ML-LHBIP-LED230MV-50K,"220 Watts / 29\,370 Lumens","5000K (recommended)"
ML-LHBIP,ML-LHBIP-LED240MV-40K,"240 Watts / 33\,384 Lumens",4000K
ML-LHBIP,ML-LHBIP-LED240MV-50K,"240 Watts / 33\,384 Lumens","5000K (recommended)"
ML-LHBIP,ML-LHBIP-LED320MV-40K,"320 Watts / 33\,384 Lumens",4000K
ML-LHBIP,ML-LHBIP-LED320MV-50K,"320 Watts / 33\,384 Lumens","5000K (recommended)"
ML-LHBIP-LED,ML-LHBIP-LED-110MV-40,"110 Watts / 14\,680 Lumens",4000K
ML-LHBIP-LED,ML-LHBIP-LED-110MV-50,"110 Watts / 14\,680 Lumens","5000K (recommended)"
ML-LHBIP-LED,ML-LHBIP-LED-170MV-40,"170 Watts / 22\,020 Lumens",4000K
ML-LHBIP-LED,ML-LHBIP-LED-170MV-50,"170 Watts / 22\,020 Lumens","5000K (recommended)"
ML-HBIA-48LED,ML-HBIA-48LED-104DMV-30,"2 Rows / 104W / 15\,120L",3000K
ML-HBIA-48LED,ML-HBIA-48LED-104DMV-35,"2 Rows / 104W / 15\,120L",3500K
ML-HBIA-48LED,ML-HBIA-48LED-104DMV-40,"2 Rows / 104W / 15\,120L",4000K
ML-HBIA-48LED,ML-HBIA-48LED-104DMV-50,"2 Rows / 104W / 15\,120L",5000K
ML-HBIA-48LED,ML-HBIA-48LED-132DMV-30,"2 Rows / 132W / 19\,205L",3000K
ML-HBIA-48LED,ML-HBIA-48LED-132DMV-35,"2 Rows / 132W / 19\,205L",3500K
ML-HBIA-48LED,ML-HBIA-48LED-132DMV-40,"2 Rows / 132W / 19\,205L",4000K
ML-HBIA-48LED,ML-HBIA-48LED-132DMV-50,"2 Rows / 132W / 19\,205L",5000K
ML-HBIA-48LED,ML-HBIA-48LED-175DMV-30,"2 Rows / 175W / 24\,235L",3000K
ML-HBIA-48LED,ML-HBIA-48LED-175DMV-35,"2 Rows / 175W / 24\,235L",3500K
ML-HBIA-48LED,ML-HBIA-48LED-175DMV-40,"2 Rows / 175W / 24\,235L",4000K
ML-HBIA-48LED,ML-HBIA-48LED-175DMV-50,"2 Rows / 175W / 24\,235L",5000K
ML-HBIA-48LED,ML-HBIA-48LED-215DMV-30,"4 Rows / 215W / 32\,165L",3000K
ML-HBIA-48LED,ML-HBIA-48LED-215DMV-35,"4 Rows / 215W / 32\,165L",3500K
ML-HBIA-48LED,ML-HBIA-48LED-215DMV-40,"4 Rows / 215W / 32\,165L",4000K
ML-HBIA-48LED,ML-HBIA-48LED-215DMV-50,"4 Rows / 215W / 32\,165L",5000K
ML-HBIA-48LED,ML-HBIA-48LED-280DMV-30,"4 Rows / 280W / 40\,475L",3000K
ML-HBIA-48LED,ML-HBIA-48LED-280DMV-35,"4 Rows / 280W / 40\,475L",3500K
ML-HBIA-48LED,ML-HBIA-48LED-280DMV-40,"4 Rows / 280W / 40\,475L",4000K
ML-HBIA-48LED,ML-HBIA-48LED-280DMV-50,"4 Rows / 280W / 40\,475L",5000K
ML-HBIA-48LED,ML-HBIA-48LED-355DMV-30,"4 Rows / 355W / 48\,910L",3000K
ML-HBIA-48LED,ML-HBIA-48LED-355DMV-35,"4 Rows / 355W / 48\,910L",3500K
ML-HBIA-48LED,ML-HBIA-48LED-355DMV-40,"4 Rows / 355W / 48\,910L",4000K
ML-HBIA-48LED,ML-HBIA-48LED-355DMV-50,"4 Rows / 355W / 48\,910L",5000K
ML-HBIA-24LED,ML-HBIA-24LED-75DMV-30,"2 Rows / 75 Watts / 10\,500 Lumens",3000K
ML-HBIA-24LED,ML-HBIA-24LED-75DMV-35,"2 Rows / 75 Watts / 10\,500 Lumens",3500K
ML-HBIA-24LED,ML-HBIA-24LED-75DMV-40,"2 Rows / 75 Watts / 10\,500 Lumens",4000K
ML-HBIA-24LED,ML-HBIA-24LED-75DMV-50,"2 Rows / 75 Watts / 10\,500 Lumens","5000K (recommended)"
ML-HBIA-24LED,ML-HBIA-24LED-89DMV-30,"2 Rows / 89 Watts / 12\,000 Lumens",3000K
ML-HBIA-24LED,ML-HBIA-24LED-89DMV-35,"2 Rows / 89 Watts / 12\,000 Lumens",3500K
ML-HBIA-24LED,ML-HBIA-24LED-89DMV-40,"2 Rows / 89 Watts / 12\,000 Lumens",4000K
ML-HBIA-24LED,ML-HBIA-24LED-89DMV-50,"2 Rows / 89 Watts / 12\,000 Lumens","5000K (recommended)"
ML-HBIA-24LED,ML-HBIA-24LED-132DMV-30,"4 Rows / 132 Watts / 19\,025 Lumens",3000K
ML-HBIA-24LED,ML-HBIA-24LED-132DMV-35,"4 Rows / 132 Watts / 19\,025 Lumens",3500K
ML-HBIA-24LED,ML-HBIA-24LED-132DMV-40,"4 Rows / 132 Watts / 19\,025 Lumens",4000K
ML-HBIA-24LED,ML-HBIA-24LED-132DMV-50,"4 Rows / 132 Watts / 19\,025 Lumens","5000K (recommended)"
ML-HBIA-24LED,ML-HBIA-24LED-175DMV-30,"4 Rows / 175 Watts / 24\,420 Lumens",3000K
ML-HBIA-24LED,ML-HBIA-24LED-175DMV-35,"4 Rows / 175 Watts / 24\,420 Lumens",3500K
ML-HBIA-24LED,ML-HBIA-24LED-175DMV-40,"4 Rows / 175 Watts / 24\,420 Lumens",4000K
ML-HBIA-24LED,ML-HBIA-24LED-175DMV-50,"4 Rows / 175 Watts / 24\,420 Lumens","5000K (recommended)"
OD-21401-MRNU,OD-21401-MRNU-30-16-CASE6,"16 Watts / 1140 Lumens",3000K
OD-21401-MRNU,OD-21401-MRNU-30-19-CASE6,"19 Watts / 1420 Lumens",3000K
OD-21401-MRNU,OD-21401-MRNU-30-25-CASE6,"25 Watts / 2090 Lumens",3000K
OD-21401-MRNU,OD-21401-MRNU-40-16-CASE6,"16 Watts / 1140 Lumens",4000K
OD-21401-MRNU,OD-21401-MRNU-40-19-CASE6,"19 Watts / 1420 Lumens",4000K
OD-21401-MRNU,OD-21401-MRNU-40-25-CASE6,"25 Watts / 2090 Lumens",4000K
OD-21401-MRNU,OD-21401-MRNU-50-16-CASE6,"16 Watts / 1140 Lumens",5000K
OD-21401-MRNU,OD-21401-MRNU-50-19-CASE6,"19 Watts / 1420 Lumens",5000K
OD-21401-MRNU,OD-21401-MRNU-50-25-CASE6,"25 Watts / 2090 Lumens",5000K
OD-21931-MRNU,OD-21931-MRNU-30-11-CASE12,"11 Watts",3000K
OD-21931-MRNU,OD-21931-MRNU-30-16-CASE12,"16 Watts",3000K
OD-21931-MRNU,OD-21931-MRNU-30-19-CASE12,"19 Watts",3000K
OD-21931-MRNU,OD-21931-MRNU-30-25-CASE12,"25 Watts",3000K
OD-21931-MRNU,OD-21931-MRNU-40-11-CASE12,"11 Watts",4000K
OD-21931-MRNU,OD-21931-MRNU-40-16-CASE12,"16 Watts",4000K
OD-21931-MRNU,OD-21931-MRNU-40-19-CASE12,"19 Watts",4000K
OD-21931-MRNU,OD-21931-MRNU-40-25-CASE12,"25 Watts",4000K
OD-21931-MRNU,OD-21931-MRNU-50-11-CASE12,"11 Watts",5000K
OD-21931-MRNU,OD-21931-MRNU-50-16-CASE12,"16 Watts",5000K
OD-21931-MRNU,OD-21931-MRNU-50-19-CASE12,"19 Watts",5000K
OD-21931-MRNU,OD-21931-MRNU-50-25-CASE12,"25 Watts",5000K
OD-21929-MRNU,OD-21929-MRNU-30-11-CASE6,"11 Watts /  880 Lumens",3000K
OD-21929-MRNU,OD-21929-MRNU-30-16-CASE6,"16 Watts / 1\,140 Lumens",3000K
OD-21929-MRNU,OD-21929-MRNU-40-11-CASE6,"11 Watts /  880 Lumens",4000K
OD-21929-MRNU,OD-21929-MRNU-40-16-CASE6,"16 Watts / 1\,140 Lumens",4000K
OD-21929-MRNU,OD-21929-MRNU-50-11-CASE6,"11 Watts /  880 Lumens",5000K
OD-21929-MRNU,OD-21929-MRNU-50-16-CASE6,"16 Watts / 1\,140 Lumens",5000K
OD-21456-MRNU,OD-21456-MRNU-30-16-CASE6,"16 Watts / 1140 Lumens",3000K
OD-21456-MRNU,OD-21456-MRNU-30-19-CASE6,"19 Watts / 1420 Lumens",3000K
OD-21456-MRNU,OD-21456-MRNU-30-25-CASE6,"25 Watts / 2090 Lumens",3000K
OD-21456-MRNU,OD-21456-MRNU-40-16-CASE6,"16 Watts / 1140 Lumens",4000K
OD-21456-MRNU,OD-21456-MRNU-40-19-CASE6,"19 Watts / 1420 Lumens",4000K
OD-21456-MRNU,OD-21456-MRNU-40-25-CASE6,"25 Watts / 2090 Lumens",4000K
OD-21456-MRNU,OD-21456-MRNU-50-16-CASE6,"16 Watts / 1140 Lumens",5000K
OD-21456-MRNU,OD-21456-MRNU-50-19-CASE6,"19 Watts / 1420 Lumens",5000K
OD-21456-MRNU,OD-21456-MRNU-50-25-CASE6,"25 Watts / 2090 Lumens",5000K
OD-21457-MRNU,OD-21457-MRNU-30-16-CASE6,"16 Watts / 1140 Lumens",3000K
OD-21457-MRNU,OD-21457-MRNU-30-19-CASE6,"19 Watts / 1420 Lumens",3000K
OD-21457-MRNU,OD-21457-MRNU-30-25-CASE6,"25 Watts / 2090 Lumens",3000K
OD-21457-MRNU,OD-21457-MRNU-40-16-CASE6,"16 Watts / 1140 Lumens",4000K
OD-21457-MRNU,OD-21457-MRNU-40-19-CASE6,"19 Watts / 1420 Lumens",4000K
OD-21457-MRNU,OD-21457-MRNU-40-25-CASE6,"25 Watts / 2090 Lumens",4000K
OD-21457-MRNU,OD-21457-MRNU-50-16-CASE6,"16 Watts / 1140 Lumens",5000K
OD-21457-MRNU,OD-21457-MRNU-50-19-CASE6,"19 Watts / 1420 Lumens",5000K
OD-21457-MRNU,OD-21457-MRNU-50-25-CASE6,"25 Watts / 2090 Lumens",5000K
ELI-E5SLB,ELI-E5SLB-20D4-840,"20 Watts / 2\,793 Lumens",4000K
ELI-E5SLB,ELI-E5SLB-20D4-850,"20 Watts / 2\,793 Lumens",5000K
ELI-E5SLB,ELI-E5SLB-35D4-840,"35 Watts / 5\,181 Lumens",4000K
ELI-E5SLB,ELI-E5SLB-35D4-850,"35 Watts / 5\,181 Lumens",5000K
ELI-E3FMAS,ELI-E3FMAS-S12D-803030,"12 Watts / 910 Lumens",3000K
ELI-E3FMAS,ELI-E3FMAS-S12D-803040,"12 Watts / 910 Lumens",4000K
ELI-E3FMAS,ELI-E3FMAS-S12D-803050,"12 Watts / 910 Lumens",5000K
ELI-E3FMAS,ELI-E3FMAS-M14D-803030,"14 Watts / 1\,080 Lumens",3000K
ELI-E3FMAS,ELI-E3FMAS-M14D-803040,"14 Watts / 1\,080 Lumens",4000K
ELI-E3FMAS,ELI-E3FMAS-M14D-803050,"14 Watts / 1\,080 Lumens",5000K
ELI-E3FMAS,ELI-E3FMAS-L22D-803030,"22 Watts / 1\,880 Lumens",3000K
ELI-E3FMAS,ELI-E3FMAS-L22D-803040,"22 Watts / 1\,880 Lumens",4000K
ELI-E3FMAS,ELI-E3FMAS-L22D-803050,"22 Watts / 1\,880 Lumens",5000K
ELI-E3FMAS,ELI-E3FMAS-X32D-803030,"32 Watts / 2\,580 Lumens",3000K
ELI-E3FMAS,ELI-E3FMAS-X32D-803040,"32 Watts / 2\,580 Lumens",4000K
ELI-E3FMAS,ELI-E3FMAS-X32D-803050,"32 Watts / 2\,580 Lumens",5000K
TL-RDL1R56-14W-5CCT,TL-RDL1R56-9W-27K-Housing-6pk,"9 Watts / 720 Lumens",2700K
TL-RDL1R56-14W-5CCT,TL-RDL1R56-9W-30K-Housing-6pk,"9 Watts / 720 Lumens",3000K
TL-RDL1R56-14W-5CCT,TL-RDL1R56-9W-35K-Housing-6pk,"9 Watts / 720 Lumens",3500K
TL-RDL1R56-14W-5CCT,TL-RDL1R56-9W-40K-Housing-6pk,"9 Watts / 720 Lumens",4000K
TL-RDL1R56-14W-5CCT,TL-RDL1R56-9W-50K-Housing-6pk,"9 Watts / 720 Lumens",5000K
TL-RDL1R56-14W-5CCT,TL-RDL1R56-14W-27K-Housing-6pk,"14 Watts / 1\,150 Lumens",2700K
TL-RDL1R56-14W-5CCT,TL-RDL1R56-14W-30K-Housing-6pk,"14 Watts / 1\,150 Lumens",3000K
TL-RDL1R56-14W-5CCT,TL-RDL1R56-14W-35K-Housing-6pk,"14 Watts / 1\,150 Lumens",3500K
TL-RDL1R56-14W-5CCT,TL-RDL1R56-14W-40K-Housing-6pk,"14 Watts / 1\,150 Lumens",4000K
TL-RDL1R56-14W-5CCT,TL-RDL1R56-14W-50K-Housing-6pk,"14 Watts / 1\,150 Lumens",5000K
RP-4429,RP-4429-45-4K,"45 Watts / 4900 Lumens",4000K
RP-4429,RP-4429-45-5K,"45 Watts / 4900 Lumens",5000K
RP-4429,RP-4429-70-4K,"70 Watts / 6800 Lumens",4000K
RP-4429,RP-4429-70-5K,"70 Watts / 6800 Lumens",5000K
ETH-LS-4,ETH-LS-4-25W-40K,"25 Watts / 3\,350 Lumens",4000K
ETH-LS-4,ETH-LS-4-25W-50K,"25 Watts / 3\,350 Lumens",5000K
ETH-LS-4,ETH-LS-4-40W-40K,"40 Watts / 5\,280 Lumens",4000K
ETH-LS-4,ETH-LS-4-40W-50K,"40 Watts / 5\,280 Lumens",5000K
ILP-WPCM,ILP-WPCM-28WLED-UNIV-30-T4,"28 Watts / 3\,206 Lumens",3000K
ILP-WPCM,ILP-WPCM-28WLED-UNIV-40-T4,"28 Watts / 3\,206 Lumens",4000K
ILP-WPCM,ILP-WPCM-28WLED-UNIV-50-T4,"28 Watts / 3\,206 Lumens",5000K
ILP-WPCM,ILP-WPCM-44WLED-UNIV-30-T4,"44 Watts / 4\,618 Lumens",3000K
ILP-WPCM,ILP-WPCM-44WLED-UNIV-40-T4,"44 Watts / 4\,618 Lumens",4000K
ILP-WPCM,ILP-WPCM-44WLED-UNIV-50-T4,"44 Watts / 4\,618 Lumens",5000K
ILP-CVL4,ILP-CVL4-3L-U-30-FRAL-WHP,"30 Watts / 3\,349 Lumens",3000K
