parent_sku,Child_sku,ProductId,Product Name,,,
TF-PLY23PFR-PT,TF-PLY23PFR-PT-92LTD200DMVWH-30KRD,67904,[S]Size & Wattage Options,92 Diameter - Downlight Only 200W & 23000 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-92LTD200DMVWH-35KRD,67906,[S]Size & Wattage Options,92 Diameter - Downlight Only 200W & 23000 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-92LTD200DMVWH-40KRD,67908,[S]Size & Wattage Options,92 Diameter - Downlight Only 200W & 23000 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-92LTD200DMVWH-50KRD,67909,[S]Size & Wattage Options,92 Diameter - Downlight Only 200W & 23000 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-133LTD300DMVWH-30KRD,67911,[S]Size & Wattage Options,133 Diameter - Downlight Only 300W & 34500 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-133LTD300DMVWH-35KRD,67912,[S]Size & Wattage Options,133 Diameter - Downlight Only 300W & 34500 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-133LTD300DMVWH-40KRD,67914,[S]Size & Wattage Options,133 Diameter - Downlight Only 300W & 34500 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-133LTD300DMVWH-50KRD,67916,[S]Size & Wattage Options,133 Diameter - Downlight Only 300W & 34500 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-57LTU60D100DMVWH-30KRD,67924,[S]Size & Wattage Options,57 Diameter - Uplight 60W & 6900 Lumens\ Downlight 100W & 11500 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-57LTU60D100DMVWH-35KRD,67925,[S]Size & Wattage Options,57 Diameter - Uplight 60W & 6900 Lumens\ Downlight 100W & 11500 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-57LTU60D100DMVWH-40KRD,67927,[S]Size & Wattage Options,57 Diameter - Uplight 60W & 6900 Lumens\ Downlight 100W & 11500 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-57LTU60D100DMVWH-50KRD,67928,[S]Size & Wattage Options,57 Diameter - Uplight 60W & 6900 Lumens\ Downlight 100W & 11500 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-92LTU120D200DMVWH-30KRD,67930,[S]Size & Wattage Options,92 Diameter - Uplight 120W & 13800 Lumens\ Downlight 200W & 23000 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-92LTU120D200DMVWH-35KRD,67932,[S]Size & Wattage Options,92 Diameter - Uplight 120W & 13800 Lumens\ Downlight 200W & 23000 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-92LTU120D200DMVWH-40KRD,67933,[S]Size & Wattage Options,92 Diameter - Uplight 120W & 13800 Lumens\ Downlight 200W & 23000 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-92LTU120D200DMVWH-50KRD,67935,[S]Size & Wattage Options,92 Diameter - Uplight 120W & 13800 Lumens\ Downlight 200W & 23000 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-133LTU180D300DMVWH-30KRD,67936,[S]Size & Wattage Options,133 Diameter - Uplight 180W & 20700 Lumens\ Downlight 300W & 34500 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-133LTU180D300DMVWH-35KRD,67938,[S]Size & Wattage Options,133 Diameter - Uplight 180W & 20700 Lumens\ Downlight 300W & 34500 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-133LTU180D300DMVWH-40KRD,67940,[S]Size & Wattage Options,133 Diameter - Uplight 180W & 20700 Lumens\ Downlight 300W & 34500 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-PT,TF-PLY23PFR-PT-133LTU180D300DMVWH-50KRD,67941,[S]Size & Wattage Options,133 Diameter - Uplight 180W & 20700 Lumens\ Downlight 300W & 34500 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-32X32LTD80DMVWH-30KRD,67953,[S]Size & Wattage Options,32W x 32L / Downlight Only 80W & 9200 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-32X32LTD80DMVWH-35KRD,67954,[S]Size & Wattage Options,32W x 32L / Downlight Only 80W & 9200 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-32X32LTD80DMVWH-40KRD,67956,[S]Size & Wattage Options,32W x 32L / Downlight Only 80W & 9200 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-32X32LTD80DMVWH-50KRD,67958,[S]Size & Wattage Options,32W x 32L / Downlight Only 80W & 9200 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-56X56LTD160DMVWH-30KRD,67959,[S]Size & Wattage Options,56W x 56L / Downlight Only 160W & 18400 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-56X56LTD160DMVWH-35KRD,67961,[S]Size & Wattage Options,56W x 56L / Downlight Only 160W & 18400 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-56X56LTD160DMVWH-40KRD,67962,[S]Size & Wattage Options,56W x 56L / Downlight Only 160W & 18400 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-56X56LTD160DMVWH-50KRD,67964,[S]Size & Wattage Options,56W x 56L / Downlight Only 160W & 18400 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-80X80LTD240DMVWH-30KRD,67966,[S]Size & Wattage Options,80W x 80L / Downlight Only 240W & 27600 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-80X80LTD240DMVWH-35KRD,67967,[S]Size & Wattage Options,80W x 80L / Downlight Only 240W & 27600 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-80X80LTD240DMVWH-40KRD,67969,[S]Size & Wattage Options,80W x 80L / Downlight Only 240W & 27600 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-80X80LTD240DMVWH-50KRD,67970,[S]Size & Wattage Options,80W x 80L / Downlight Only 240W & 27600 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-104X104LTD320DMVWH-30KRD,67972,[S]Size & Wattage Options,104W x 104L / Downlight Only 320W & 36800 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-104X104LTD320DMVWH-35KRD,67974,[S]Size & Wattage Options,104W x 104L / Downlight Only 320W & 36800 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-104X104LTD320DMVWH-40KRD,67975,[S]Size & Wattage Options,104W x 104L / Downlight Only 320W & 36800 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-104X104LTD320DMVWH-50KRD,67977,[S]Size & Wattage Options,104W x 104L / Downlight Only 320W & 36800 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-32X32LTU48D80DMVWH-30KRD,67978,[S]Size & Wattage Options,32W x 32L / Uplight 48W & 5520 Lumens\ Downlight 80W & 9200 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-32X32LTU48D80DMVWH-35KRD,67980,[S]Size & Wattage Options,32W x 32L / Uplight 48W & 5520 Lumens\ Downlight 80W & 9200 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-32X32LTU48D80DMVWH-40KRD,67982,[S]Size & Wattage Options,32W x 32L / Uplight 48W & 5520 Lumens\ Downlight 80W & 9200 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-32X32LTU48D80DMVWH-50KRD,67983,[S]Size & Wattage Options,32W x 32L / Uplight 48W & 5520 Lumens\ Downlight 80W & 9200 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-56X56LTU96D160DMVWH-30KRD,67985,[S]Size & Wattage Options,56W x 56L / Uplight 96W & 11040 Lumens\ Downlight 160W & 18400 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-56X56LTU96D160DMVWH-35KRD,67986,[S]Size & Wattage Options,56W x 56L / Uplight 96W & 11040 Lumens\ Downlight 160W & 18400 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-56X56LTU96D160DMVWH-40KRD,67988,[S]Size & Wattage Options,56W x 56L / Uplight 96W & 11040 Lumens\ Downlight 160W & 18400 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-56X56LTU96D160DMVWH-50KRD,67990,[S]Size & Wattage Options,56W x 56L / Uplight 96W & 11040 Lumens\ Downlight 160W & 18400 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-80X80LTU144D240DMVWH-30KRD,67991,[S]Size & Wattage Options,80W x 80L / Uplight 144W & 16560 Lumens\ Downlight 240W & 27600 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-80X80LTU144D240DMVWH-35KRD,67993,[S]Size & Wattage Options,80W x 80L / Uplight 144W & 16560 Lumens\ Downlight 240W & 27600 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-80X80LTU144D240DMVWH-40KRD,67994,[S]Size & Wattage Options,80W x 80L / Uplight 144W & 16560 Lumens\ Downlight 240W & 27600 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-80X80LTU144D240DMVWH-50KRD,67996,[S]Size & Wattage Options,80W x 80L / Uplight 144W & 16560 Lumens\ Downlight 240W & 27600 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-104X104LTU192D320DMVWH-30KRD,67997,[S]Size & Wattage Options,104W x 104L / Uplight 192W & 22080 Lumens\ Downlight 320W & 36800 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-104X104LTU192D320DMVWH-35KRD,67999,[S]Size & Wattage Options,104W x 104L / Uplight 192W & 22080 Lumens\ Downlight 320W & 36800 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-104X104LTU192D320DMVWH-40KRD,68001,[S]Size & Wattage Options,104W x 104L / Uplight 192W & 22080 Lumens\ Downlight 320W & 36800 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-SQ,TF-PLY23PFR-SQ-104X104LTU192D320DMVWH-50KRD,68002,[S]Size & Wattage Options,104W x 104L / Uplight 192W & 22080 Lumens\ Downlight 320W & 36800 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-30X35LTD60DMVWH-30KRD-TR,68008,[S]Size & Wattage Options,30W x 35L / Downlight 60W & 6900 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-30X35LTD60DMVWH-35KRD-TR,68009,[S]Size & Wattage Options,30W x 35L / Downlight 60W & 6900 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-30X35LTD60DMVWH-40KRD-TR,68011,[S]Size & Wattage Options,30W x 35L / Downlight 60W & 6900 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-30X35LTD60DMVWH-50KRD-TR,68012,[S]Size & Wattage Options,30W x 35L / Downlight 60W & 6900 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-51X59LTD120DMVWH-30KRD-TR,68014,[S]Size & Wattage Options,51W x 59L / Downlight 120W & 13800 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-51X59LTD120DMVWH-35KRD-TR,68016,[S]Size & Wattage Options,51W x 59L / Downlight 120W & 13800 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-51X59LTD120DMVWH-40KRD-TR,68017,[S]Size & Wattage Options,51W x 59L / Downlight 120W & 13800 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-51X59LTD120DMVWH-50KRD-TR,68019,[S]Size & Wattage Options,51W x 59L / Downlight 120W & 13800 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-72X83LTD180DMVWH-30KRD-TR,68020,[S]Size & Wattage Options,72W x 83L / Downlight 180W & 20700 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-72X83LTD180DMVWH-35KRD-TR,68022,[S]Size & Wattage Options,72W x 83L / Downlight 180W & 20700 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-72X83LTD180DMVWH-40KRD-TR,68024,[S]Size & Wattage Options,72W x 83L / Downlight 180W & 20700 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-72X83LTD180DMVWH-50KRD-TR,68025,[S]Size & Wattage Options,72W x 83L / Downlight 180W & 20700 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-93X107LTD240DMVWH-30KRD-TR,68026,[S]Size & Wattage Options,93W x 107L / Downlight 240W & 27600 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-93X107LTD240DMVWH-35KRD-TR,68027,[S]Size & Wattage Options,93W x 107L / Downlight 240W & 27600 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-93X107LTD240DMVWH-40KRD-TR,68028,[S]Size & Wattage Options,93W x 107L / Downlight 240W & 27600 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-93X107LTD240DMVWH-50KRD-TR,68029,[S]Size & Wattage Options,93W x 107L / Downlight 240W & 27600 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-30X35LTU36D60DMVWH-30KRD-TR,68030,[S]Size & Wattage Options,30W x 35L / Uplight 36W & 4140 Lumens\ Downlight 60W & 6900 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-30X35LTU36D60DMVWH-35KRD-TR,68031,[S]Size & Wattage Options,30W x 35L / Uplight 36W & 4140 Lumens\ Downlight 60W & 6900 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-30X35LTU36D60DMVWH-40KRD-TR,68032,[S]Size & Wattage Options,30W x 35L / Uplight 36W & 4140 Lumens\ Downlight 60W & 6900 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-30X35LTU36D60DMVWH-50KRD-TR,68034,[S]Size & Wattage Options,30W x 35L / Uplight 36W & 4140 Lumens\ Downlight 60W & 6900 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-51X59LTU72D120DMVWH-30KRD-TR,68035,[S]Size & Wattage Options,51W x 59L / Uplight 72W & 8280 Lumens\ Downlight 120W & 13800 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-51X59LTU72D120DMVWH-35KRD-TR,68037,[S]Size & Wattage Options,51W x 59L / Uplight 72W & 8280 Lumens\ Downlight 120W & 13800 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-51X59LTU72D120DMVWH-40KRD-TR,68038,[S]Size & Wattage Options,51W x 59L / Uplight 72W & 8280 Lumens\ Downlight 120W & 13800 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-51X59LTU72D120DMVWH-50KRD-TR,68040,[S]Size & Wattage Options,51W x 59L / Uplight 72W & 8280 Lumens\ Downlight 120W & 13800 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-72X83LTU108D180DMVWH-30KRD-TR,68042,[S]Size & Wattage Options,72W x 83L / Uplight 108W & 12420 Lumens\ Downlight 180W & 20700 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-72X83LTU108D180DMVWH-35KRD-TR,68043,[S]Size & Wattage Options,72W x 83L / Uplight 108W & 12420 Lumens\ Downlight 180W & 20700 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-72X83LTU108D180DMVWH-40KRD-TR,68045,[S]Size & Wattage Options,72W x 83L / Uplight 108W & 12420 Lumens\ Downlight 180W & 20700 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-72X83LTU108D180DMVWH-50KRD-TR,68046,[S]Size & Wattage Options,72W x 83L / Uplight 108W & 12420 Lumens\ Downlight 180W & 20700 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-93X107LTU144D240DMVWH-30KRD-TR,68048,[S]Size & Wattage Options,93W x 107L / Uplight 144W & 16560 Lumens\ Downlight 240W & 27600 Lumens,[S]Color Temperature (CCT),3000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-93X107LTU144D240DMVWH-35KRD-TR,68049,[S]Size & Wattage Options,93W x 107L / Uplight 144W & 16560 Lumens\ Downlight 240W & 27600 Lumens,[S]Color Temperature (CCT),3500K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-93X107LTU144D240DMVWH-40KRD-TR,68051,[S]Size & Wattage Options,93W x 107L / Uplight 144W & 16560 Lumens\ Downlight 240W & 27600 Lumens,[S]Color Temperature (CCT),4000K
TF-PLY23PFR-TR,TF-PLY23PFR-TR-93X107LTU144D240DMVWH-50KRD-TR,68053,[S]Size & Wattage Options,93W x 107L / Uplight 144W & 16560 Lumens\ Downlight 240W & 27600 Lumens,[S]Color Temperature (CCT),5000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTD60DMVWHRD-F3-35K,68058,[S]Size & Wattage Options,51 Diameter - Downlight Only 60W & 6900 Lumens - Fan (3 Fixtures),[S]Color Temperature (CCT),3000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTD60DMVWHRD-F3-40K,68060,[S]Size & Wattage Options,51 Diameter - Downlight Only 60W & 6900 Lumens - Fan (3 Fixtures),[S]Color Temperature (CCT),4000K (Standard)
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTD60DMVWHRD-F3-50K,68062,[S]Size & Wattage Options,51 Diameter - Downlight Only 60W & 6900 Lumens - Fan (3 Fixtures),[S]Color Temperature (CCT),5000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTD100DMVWHRD-F5-35K,68063,[S]Size & Wattage Options,51 Diameter - Downlight Only 100W & 11500 Lumens - Fan (5 Fixtures),[S]Color Temperature (CCT),3000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTD100DMVWHRD-F5-40K,68065,[S]Size & Wattage Options,51 Diameter - Downlight Only 100W & 11500 Lumens - Fan (5 Fixtures),[S]Color Temperature (CCT),4000K (Standard)
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTD100DMVWHRD-F5-50K,68067,[S]Size & Wattage Options,51 Diameter - Downlight Only 100W & 11500 Lumens - Fan (5 Fixtures),[S]Color Temperature (CCT),5000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTD120DMVWHRD-F6-35K,68069,[S]Size & Wattage Options,51 Diameter - Downlight Only 120W & 13800 Lumens - Fan (6 Fixtures),[S]Color Temperature (CCT),3000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTD120DMVWHRD-F6-40K,68071,[S]Size & Wattage Options,51 Diameter - Downlight Only 120W & 13800 Lumens - Fan (6 Fixtures),[S]Color Temperature (CCT),4000K (Standard)
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTD120DMVWHRD-F6-50K,68072,[S]Size & Wattage Options,51 Diameter - Downlight Only 120W & 13800 Lumens - Fan (6 Fixtures),[S]Color Temperature (CCT),5000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTU36D60DMVWHRD-F3-35K,68074,[S]Size & Wattage Options,51 Diameter - Uplight 36W & 4140 Lumens\ Downlight 60W & 6900 Lumens - Fan (3 Fixtures),[S]Color Temperature (CCT),3000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTU36D60DMVWHRD-F3-40K,68076,[S]Size & Wattage Options,51 Diameter - Uplight 36W & 4140 Lumens\ Downlight 60W & 6900 Lumens - Fan (3 Fixtures),[S]Color Temperature (CCT),4000K (Standard)
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTU36D60DMVWHRD-F3-50K,68078,[S]Size & Wattage Options,51 Diameter - Uplight 36W & 4140 Lumens\ Downlight 60W & 6900 Lumens - Fan (3 Fixtures),[S]Color Temperature (CCT),5000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTU60D100DMVWHRD-F5-35K,68080,[S]Size & Wattage Options,51 Diameter - Uplight 60W & 6900 Lumens\ Downlight 100W & 11500 Lumens - Fan (5 Fixtures),[S]Color Temperature (CCT),3000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTU60D100DMVWHRD-F5-40K,68082,[S]Size & Wattage Options,51 Diameter - Uplight 60W & 6900 Lumens\ Downlight 100W & 11500 Lumens - Fan (5 Fixtures),[S]Color Temperature (CCT),4000K (Standard)
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTU60D100DMVWHRD-F5-50K,68083,[S]Size & Wattage Options,51 Diameter - Uplight 60W & 6900 Lumens\ Downlight 100W & 11500 Lumens - Fan (5 Fixtures),[S]Color Temperature (CCT),5000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTU72D120DMVWHRD-F6-35K,68085,[S]Size & Wattage Options,51 Diameter - Uplight 72W & 8280 Lumens\ Downlight 120W & 13800 Lumens - Fan (6 Fixtures),[S]Color Temperature (CCT),3000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTU72D120DMVWHRD-F6-40K,68087,[S]Size & Wattage Options,51 Diameter - Uplight 72W & 8280 Lumens\ Downlight 120W & 13800 Lumens - Fan (6 Fixtures),[S]Color Temperature (CCT),4000K (Standard)
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-51LTU72D120DMVWHRD-F6-50K,68089,[S]Size & Wattage Options,51 Diameter - Uplight 72W & 8280 Lumens\ Downlight 120W & 13800 Lumens - Fan (6 Fixtures),[S]Color Temperature (CCT),5000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTD120DMVWHRD-F3-35K,68090,[S]Size & Wattage Options,99 Diameter - Downlight Only 120W & 13800 Lumens - Fan (3 Fixtures),[S]Color Temperature (CCT),3000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTD120DMVWHRD-F3-40K,68092,[S]Size & Wattage Options,99 Diameter - Downlight Only 120W & 13800 Lumens - Fan (3 Fixtures),[S]Color Temperature (CCT),4000K (Standard)
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTD120DMVWHRD-F3-50K,68094,[S]Size & Wattage Options,99 Diameter - Downlight Only 120W & 13800 Lumens - Fan (3 Fixtures),[S]Color Temperature (CCT),5000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTD200DMVWHRD-F5-35K,68096,[S]Size & Wattage Options,99 Diameter - Downlight Only 200W & 23000 Lumens - Fan (5 Fixtures),[S]Color Temperature (CCT),3000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTD200DMVWHRD-F5-40K,68098,[S]Size & Wattage Options,99 Diameter - Downlight Only 200W & 23000 Lumens - Fan (5 Fixtures),[S]Color Temperature (CCT),4000K (Standard)
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTD200DMVWHRD-F5-50K,68099,[S]Size & Wattage Options,99 Diameter - Downlight Only 200W & 23000 Lumens - Fan (5 Fixtures),[S]Color Temperature (CCT),5000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTD240DMVWHRD-F6-35K,68101,[S]Size & Wattage Options,99 Diameter - Downlight Only 240W & 27600 Lumens - Fan (6 Fixtures),[S]Color Temperature (CCT),3000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTD240DMVWHRD-F6-40K,68103,[S]Size & Wattage Options,99 Diameter - Downlight Only 240W & 27600 Lumens - Fan (6 Fixtures),[S]Color Temperature (CCT),4000K (Standard)
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTD240DMVWHRD-F6-50K,68105,[S]Size & Wattage Options,99 Diameter - Downlight Only 240W & 27600 Lumens - Fan (6 Fixtures),[S]Color Temperature (CCT),5000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTU72D120DMVWHRD-F3-35K,68106,[S]Size & Wattage Options,99 Diameter - Uplight 72W & 8280 Lumens\ Downlight 120W & 13800 Lumens - Fan (3 Fixtures),[S]Color Temperature (CCT),3000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTU72D120DMVWHRD-F3-40K,68108,[S]Size & Wattage Options,99 Diameter - Uplight 72W & 8280 Lumens\ Downlight 120W & 13800 Lumens - Fan (3 Fixtures),[S]Color Temperature (CCT),4000K (Standard)
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTU72D120DMVWHRD-F3-50K,68110,[S]Size & Wattage Options,99 Diameter - Uplight 72W & 8280 Lumens\ Downlight 120W & 13800 Lumens - Fan (3 Fixtures),[S]Color Temperature (CCT),5000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTU120D200DMVWHRD-F5-35K,68111,[S]Size & Wattage Options,99 Diameter - Uplight 120W & 13800 Lumens\ Downlight 200W & 23000 Lumens - Fan (5 Fixtures),[S]Color Temperature (CCT),3000K
TF-PLY23PFR-FAN,TF-PLY23PFR-FAN-99LTU120D200DMVWHRD-F5-40K,68114,[S]Size & Wattage Options,99 Diameter - Uplight 120W & 13800 Lumens\ Downlight 200W & 23000 Lumens - Fan (5 Fixtures),[S]Color Temperature (CCT),4000K (Standard)
