sku,upc_ean,cost-USD,msrp-USD,imap-USD
WM-WEC-2MRHB2,845060050226,63.90,106.78,94.74
WM-WEC-3MR-45,845060048643,61.90,101.78,90.74
WM-WEC-2MD-33,845060048780,24.90,41.78,36.74
WM-WEC-2MDR-33,845060049473,21.36,36.78,32.74
WM-WEC-2MDRH-35,845060053753,31.90,52.78,46.74
WM-WEC-2P-44,845060048667,27.90,45.78,40.74
WM-WEC-2ADP,845060048698,6.78,11.78,9.74
WM-WEC-2RC-33,845060049466,24.98,39.78,35.74
WM-WEC-2TS,845060048810,20.34,33.78,29.74
WM-WEC-ON50-BR,845060038255,2.71,4.49,3.98
WM-WEC-ON50-WH,845060038248,2.71,4.49,3.98
WM-LLHB-SENB,845060013443,4.07,6.73,5.97
WM-CRE-01-30K-BR,845060021813,128.94,204.78,181.74
WM-CRE-01-40K-BR,845060021875,128.94,204.78,181.74
WM-CRE-01-50K-BR,845060021936,128.94,204.78,181.74
WM-CRE-01-30K-SIL,845060021998,128.94,204.78,181.74
WM-CRE-01-40K-SIL,845060022056,128.94,204.78,181.74
WM-CRE-01-50K-SIL,845060022117,128.94,204.78,181.74
WM-CRE-02-30K-BR,845060021820,128.94,204.78,181.74
WM-CRE-02-40K-BR,845060021882,128.94,204.78,181.74
WM-CRE-02-50K-BR,845060021943,128.94,204.78,181.74
WM-CRE-02-30K-SIL,845060022001,128.94,204.78,181.74
WM-CRE-02-40K-SIL,845060022063,128.94,204.78,181.74
WM-CRE-02-50K-SIL,845060022124,128.94,204.78,181.74
WM-CRE-03-30K-BR,845060021837,128.94,204.78,181.74
WM-CRE-03-40K-BR,845060021899,128.94,204.78,181.74
WM-CRE-03-50K-BR,845060021950,128.94,204.78,181.74
WM-CRE-03-30K-SIL,845060022018,128.94,204.78,181.74
WM-CRE-03-40K-SIL,845060022070,128.94,204.78,181.74
WM-CRE-03-50K-SIL,845060022131,128.94,204.78,181.74
WM-CRE-04-30K-BR,845060021844,128.94,204.78,181.74
WM-CRE-04-40K-BR,845060021905,128.94,204.78,181.74
WM-CRE-04-50K-BR,845060021967,128.94,204.78,181.74
WM-CRE-04-30K-SIL,845060022025,128.94,204.78,181.74
WM-CRE-04-40K-SIL,845060022087,128.94,204.78,181.74
WM-CRE-04-50K-SIL,845060022148,128.94,204.78,181.74
WM-CRE-05-30K-BR,845060021851,128.94,204.78,181.74
WM-CRE-05-40K-BR,845060021912,128.94,204.78,181.74
WM-CRE-05-50K-BR,845060021974,128.94,204.78,181.74
WM-CRE-05-30K-SIL,845060022032,128.94,204.78,181.74
WM-CRE-05-40K-SIL,845060022094,128.94,204.78,181.74
WM-CRE-05-50K-SIL,845060022155,128.94,204.78,181.74
WM-CRE-06-30K-BR,845060021868,128.94,204.78,181.74
WM-CRE-06-40K-BR,845060021929,128.94,204.78,181.74
WM-CRE-06-50K-BR,845060021981,128.94,204.78,181.74
WM-CRE-06-30K-SIL,845060022049,128.94,204.78,181.74
WM-CRE-06-40K-SIL,845060022100,128.94,204.78,181.74
WM-CRE-06-50K-SIL,845060022162,128.94,204.78,181.74
WM-CRE-07-30K-BR,845060022544,128.94,204.78,181.74
WM-CRE-07-40K-BR,845060022551,128.94,204.78,181.74
WM-CRE-07-50K-BR,845060022568,128.94,204.78,181.74
WM-CRE-07-30K-SIL,845060022575,128.94,204.78,181.74
WM-CRE-07-40K-SIL,845060022582,128.94,204.78,181.74
WM-CRE-07-50K-SIL,845060022599,128.94,204.78,181.74
WM-CRE-08-30K-BR,845060033458,128.94,204.78,181.74
WM-CRE-08-40K-BR,845060033496,128.94,204.78,181.74
WM-CRE-08-50K-BR,845060033533,128.94,204.78,181.74
WM-CRE-08-30K-SIL,845060033571,128.94,204.78,181.74
WM-CRE-08-40K-SIL,845060033618,128.94,204.78,181.74
WM-CRE-08-50K-SIL,845060033663,128.94,204.78,181.74
WM-CRE-10-30K-BR,845060033700,128.94,204.78,181.74
WM-CRE-10-40K-BR,845060033748,128.94,204.78,181.74
WM-CRE-10-50K-BR,845060033786,128.94,204.78,181.74
WM-CRE-10-30K-SIL,845060033823,128.94,204.78,181.74
WM-CRE-10-40K-SIL,845060033861,128.94,204.78,181.74
WM-CRE-10-50K-SIL,845060033908,128.94,204.78,181.74
WM-CRE-HL20-01-30K-BR,845060064230,154.00,244.78,216.74
WM-CRE-HL20-01-40K-BR,845060064254,154.00,244.78,216.74
WM-CRE-HL20-01-50K-BR,845060064278,154.00,244.78,216.74
WM-CRE-HL20-01-30K-SIL,845060064247,154.00,244.78,216.74
WM-CRE-HL20-01-40K-SIL,845060064261,154.00,244.78,216.74
WM-CRE-HL20-01-50K-SIL,845060064285,154.00,244.78,216.74
WM-CRE-HL20-02-30K-BR,845060064292,154.00,244.78,216.74
WM-CRE-HL20-02-40K-BR,845060064315,154.00,244.78,216.74
WM-CRE-HL20-02-50K-BR,845060064339,154.00,244.78,216.74
WM-CRE-HL20-02-30K-SIL,845060064308,154.00,244.78,216.74
WM-CRE-HL20-02-40K-SIL,845060064322,154.00,244.78,216.74
WM-CRE-HL20-02-50K-SIL,845060064346,154.00,244.78,216.74
WM-CRE-HL20-03-30K-BR,845060064353,154.00,244.78,216.74
WM-CRE-HL20-03-40K-BR,845060064377,154.00,244.78,216.74
WM-CRE-HL20-03-50K-BR,845060064391,154.00,244.78,216.74
WM-CRE-HL20-03-30K-SIL,845060064360,154.00,244.78,216.74
WM-CRE-HL20-03-40K-SIL,845060064384,154.00,244.78,216.74
WM-CRE-HL20-03-50K-SIL,845060064407,154.00,244.78,216.74
WM-CRE-HL20-04-30K-BR,845060064414,154.00,244.78,216.74
WM-CRE-HL20-04-40K-BR,845060064438,154.00,244.78,216.74
WM-CRE-HL20-04-50K-BR,845060064452,154.00,244.78,216.74
WM-CRE-HL20-04-30K-SIL,845060064421,154.00,244.78,216.74
WM-CRE-HL20-04-40K-SIL,845060064445,154.00,244.78,216.74
WM-CRE-HL20-04-50K-SIL,845060064469,154.00,244.78,216.74
WM-CRE-HL20-05-30K-BR,845060064476,154.00,244.78,216.74
WM-CRE-HL20-05-40K-BR,845060064490,154.00,244.78,216.74
WM-CRE-HL20-05-50K-BR,845060064513,154.00,244.78,216.74
WM-CRE-HL20-05-30K-SIL,845060064483,154.00,244.78,216.74
WM-CRE-HL20-05-40K-SIL,845060064506,154.00,244.78,216.74
WM-CRE-HL20-05-50K-SIL,845060064520,154.00,244.78,216.74
WM-CRE-HL20-06-30K-BR,845060064537,154.00,244.78,216.74
WM-CRE-HL20-06-40K-BR,845060064551,154.00,244.78,216.74
WM-CRE-HL20-06-50K-BR,845060064575,154.00,244.78,216.74
WM-CRE-HL20-06-30K-SIL,845060064544,154.00,244.78,216.74
WM-CRE-HL20-06-40K-SIL,845060064568,154.00,244.78,216.74
WM-CRE-HL20-06-50K-SIL,845060064582,154.00,244.78,216.74
WM-CRE-HL20-07-30K-BR,845060064599,154.00,244.78,216.74
WM-CRE-HL20-07-40K-BR,845060064612,154.00,244.78,216.74
WM-CRE-HL20-07-50K-BR,845060064636,154.00,244.78,216.74
WM-CRE-HL20-07-30K-SIL,845060064605,154.00,244.78,216.74
WM-CRE-HL20-07-40K-SIL,845060064629,154.00,244.78,216.74
WM-CRE-HL20-07-50K-SIL,845060064643,154.00,244.78,216.74
WM-CRE-HL20-08-30K-BR,845060064650,154.00,244.78,216.74
WM-CRE-HL20-08-40K-BR,845060064674,154.00,244.78,216.74
WM-CRE-HL20-08-50K-BR,845060064698,154.00,244.78,216.74
WM-CRE-HL20-08-30K-SIL,845060064667,154.00,244.78,216.74
WM-CRE-HL20-08-40K-SIL,845060064681,154.00,244.78,216.74
WM-CRE-HL20-08-50K-SIL,845060064704,154.00,244.78,216.74
WM-CRE-HL20-10-30K-BR,845060064711,154.00,244.78,216.74
WM-CRE-HL20-10-40K-BR,845060064735,154.00,244.78,216.74
WM-CRE-HL20-10-50K-BR,845060064759,154.00,244.78,216.74
WM-CRE-HL20-10-30K-SIL,845060064728,154.00,244.78,216.74
WM-CRE-HL20-10-40K-SIL,845060064742,154.00,244.78,216.74
WM-CRE-HL20-10-50K-SIL,845060064766,154.00,244.78,216.74
WM-CRES-51-30K-BR,845060064773,69.55,110.78,97.74
WM-CRES-51-40K-BR,845060064797,69.55,110.78,97.74
WM-CRES-51-50K-BR,845060064810,69.55,110.78,97.74
WM-CRES-51-30K-SIL,845060064780,69.55,110.78,97.74
WM-CRES-51-40K-SIL,845060064803,69.55,110.78,97.74
WM-CRES-51-50K-SIL,845060064827,69.55,110.78,97.74
WM-CRES-52-30K-BR,845060064834,72.25,114.78,101.74
WM-CRES-52-40K-BR,845060064858,72.25,114.78,101.74
WM-CRES-52-50K-BR,845060064872,72.25,114.78,101.74
WM-CRES-52-30K-SIL,845060064841,72.25,114.78,101.74
WM-CRES-52-40K-SIL,845060064865,72.25,114.78,101.74
WM-CRES-52-50K-SIL,845060064889,72.25,114.78,101.74
WM-ULHB-50W-50K-WH,845060030518,85.90,150.78,131.74
WM-ULHB-100W-30K,845060020595,81.90,136.78,119.74
WM-ULHB-EHL-300W-50K,845060033083,331.90,579.78,506.74
WM-ULHB-EMK,845060021523,176.94,280.78,245.74
WM-ULHB-SK,845060021486,80.94,128.78,112.74
WM-ULHB-SK-480V,845060021516,91.94,146.78,127.74
WM-ULHB-ALR-100/150,845060020885,11.66,20.78,17.74
WM-ULHB-ALR-200/240,845060020915,14.87,25.78,22.74
WM-ULHB-PCR-100/150,845060020861,24.90,42.78,37.74
WM-ULHB-PCR-200/240,845060020878,35.94,57.78,49.74
WM-ULHB-PCC-100/150,845060020953,15.94,27.78,24.74
WM-ULHB-PCC-200/240,845060020991,21.29,38.78,33.74
WM-ULHB-WG-100/150,845060021400,10.64,23.78,20.74
WM-ULHB-WG-200/240,845060021479,10.64,23.78,20.74
WM-ULHB-WG-300,845060033953,8.50,20.78,17.74
WM-ULHB-FL-50/100/150,845060049480,12.31,19.78,17.74
WM-ULHB-FL-200/240,845060049497,16.00,25.78,22.74
WM-ULHB-SC-100/150,845060021035,3.62,5.74,5.02
WM-ULHB-SC-200/240,845060021042,3.62,5.74,5.02
WM-ULHB-SC-300,845060033977,3.62,5.74,5.02
WM-ULHB-SMB-100/150,845060021240,10.64,16.78,14.74
WM-ULHB-SMB-200/240,845060021318,10.64,16.78,14.74
WM-ULHB-100W-50K-480V,845060031263,181.90,322.78,281.74
WM-LHB2-50W-50K,845060032000,102.90,165.78,144.74
WM-LHB2-50W-40K,845060031997,102.90,177.78,155.74
WM-LHB2-50W-30K,845060031980,102.90,177.78,155.74
WM-LHB2-50W-50K-WH,845060032031,102.90,177.78,155.74
WM-LHB2-50W-40K-WH,845060032024,102.90,177.78,155.74
WM-LHB2-50W-30K-WH,845060032017,102.90,177.78,155.74
WM-USHB-100W-50K,845060030358,132.90,233.78,203.74
WM-USHB-100W-40K,845060030365,132.90,233.78,203.74
WM-USHB-150W-50K,845060030372,143.90,252.78,220.74
WM-USHB-150W-40K,845060030389,143.90,252.78,220.74
WM-USHB-200W-50K,845060030396,152.90,268.78,234.74
WM-USHB-200W-40K,845060030402,152.90,268.78,234.74
WM-USHB-240W-50K,845060030419,162.90,285.78,249.74
WM-USHB-240W-40K,845060030426,162.90,285.78,249.74
WM-UFHB-150W-50K,845060031669,160.98,255.78,223.74
WM-UFHB-200W-50K,845060031676,181.98,288.78,252.74
WM-LLHB2-100W-50K-D,845060015348,73.98,117.78,102.74
WM-LLHB2-100W-40K-D,845060015355,73.98,117.78,102.74
WM-LLHB2-150W-40K-D,845060015379,105.98,168.78,147.74
WM-LLHB-90W-50K-D,845060003413,73.90,130.78,113.74
WM-LLHB-90W-40K-D,845060003420,73.90,130.78,113.74
WM-LLHB-120W-50K-D,845060046243,95.90,169.78,148.74
WM-LLHB-120W-40K-D,845060046250,95.90,169.78,148.74
WM-LLHB-180W-50K-D,845060046267,124.90,222.78,194.74
WM-LLHB-180W-40K-D,845060046274,124.90,222.78,194.74
WM-LLHB-240W-50K-D,845060046281,161.90,298.78,260.74
WM-LLHB-240W-40K-D,845060046298,161.90,298.78,260.74
WM-LLHB3-2FT-100W-50K-D,845060014792,59.98,95.78,83.74
WM-LLHB3-2FT-100W-40K-D,845060014808,59.98,95.78,83.74
WM-LLHB4-50W-40K-D,845060031973,69.90,122.78,106.74
WM-LLHB4-50W-50K-D,845060031966,69.90,122.78,106.74
WM-LLHB4-100W-40K-D,845060030754,74.90,130.78,113.74
WM-LLHB4-100W-50K-D,845060030747,74.90,130.78,113.74
WM-LLHB4-150W-40K-D,845060030778,105.90,193.78,169.74
WM-LLHB4-150W-50K-D,845060030761,105.90,193.78,169.74
WM-LLHB4-200W-MP-40K-D,845060073768,155.90,273.78,238.74
WM-LLHB4-200W-MP-50K-D,845060073775,155.90,273.78,238.74
WM-LLHB4-300W-40K-D,845060030815,228.90,401.78,351.74
WM-LLHB4-300W-50K-D,845060030808,228.90,401.78,351.74
WM-LLHB4-300W-MP-40K-D,845060073782,225.90,395.78,345.74
WM-LLHB4-300W-MP-50K-D,845060073799,225.90,395.78,345.74
WM-LLHB4-410W-50K-D,845060059007,264.90,462.78,403.74
WM-LLHB4-500W-50K-D,845060059014,362.90,635.78,555.74
WM-LLHB4-100W-WG,845060030822,15.94,25.78,22.74
WM-LLHB4-150W-WG,845060030839,20.22,32.78,28.74
WM-LLHB4-RODKIT,845060049398,14.77,23.78,20.74
WM-MSO-IP66-I,845060007169,106.98,169.78,148.74
WM-SK618,845060010862,72.98,115.78,101.74
WM-SK618-RC,845060010886,43.98,69.78,61.74
WM-HB-HOOK,845060015409,5.31,8.78,7.74
WM-LLVT-4FT-100W-40K-D,845060006094,212.90,373.78,330.74
WM-LLVT-4FT-100W-50K-D,845060006087,212.90,373.78,330.74
WM-LLVT-4FT-100W-MCT-D,845060062588,212.90,373.78,330.74
WM-LLVT-4FT-150W-40K-D,845060006117,254.90,446.78,395.74
WM-LLVT-4FT-150W-50K-D,845060006100,254.90,446.78,395.74
WM-LLVT-4FT-150W-MCT-D,845060074390,254.90,446.78,395.74
WM-LLVT-4FT-RL2C,845060006223,53.98,85.78,76.74
WM-LLVT-4FT-RL2T,845060006230,53.98,85.78,76.74
WM-LLVT-2FT-25W-40K-D,845060004335,42.98,68.78,60.74
WM-LLVT-2FT-25W-50K-D,845060004342,42.98,68.78,60.74
WM-LLVT-2FT-25W-MCT-D,845060054743,58.90,104.78,92.74
WM-LLVT-2FT-RL,845060097818,28.98,46.78,40.74
WM-LLVT2-4FT-36W-35K-D,845060032659,49.98,79.78,70.74
WM-LLVT2-4FT-36W-MCT-D,845060045963,58.90,104.78,92.74
WM-LLVT2-4FT-40W-40K-D,845060022940,52.98,84.78,74.74
WM-LLVT2-4FT-46W-MCT-D,845060046014,76.90,136.78,121.74
WM-LLVT2-4FT-65W-MCT-D,845060046021,88.90,157.78,139.74
WM-LLVT-4FT-40W-40K-D,845060046359,68.98,109.78,97.74
WM-LLVT-4FT-40W-50K-D,845060046366,68.98,109.78,97.74
WM-LLVT-4FT-40W-MCT-D,845060054750,98.90,174.78,154.74
WM-LLVT-4FT-75W-40K-D,845060006032,106.98,169.78,150.74
WM-LLVT-4FT-75W-50K-D,845060006025,106.98,169.78,150.74
WM-LLVT-4FT-75W-MCT-D,845060054767,124.90,233.78,206.74
WM-LLVT-4FT-RL,845060026771,42.98,68.78,60.74
WM-LLVT-8FT-65W-40K-D,845060032611,181.90,331.78,294.74
WM-LLVT-8FT-65W-50K-D,845060032628,181.90,331.78,294.74
WM-LLVT-8FT-100W-40K-D,845060032635,213.90,392.78,347.74
WM-LLVT-8FT-100W-50K-D,845060032642,213.90,392.78,347.74
WM-HPL-16W-30K-E26,845060049862,6.90,12.78,10.74
WM-HPL-16W-50K-E26,845060049855,6.90,12.78,10.74
WM-HPL-24W-30K-E26,845060049886,10.90,18.78,16.74
WM-HPL-24W-50K-E26,845060049879,10.90,18.78,16.74
WM-HPL-32W-30K-E26,845060049909,11.90,20.78,17.74
WM-HPL-32W-50K-E26,845060049893,11.90,20.78,17.74
WM-HPL-40W-30K-E26,845060049923,12.90,23.78,20.74
WM-HPL-40W-50K-E26,845060049916,12.90,23.78,20.74
WM-HPL-HB-60W-50K-E39,845060049930,44.90,80.78,69.74
WM-HPL-HB-75W-50K-E39,845060049947,52.90,92.78,79.74
WM-HPL-HB-120W-50K-E39,845060049954,70.90,125.78,107.74
WM-HPL-HB-140W-50K-E39,845060053395,81.90,142.78,123.74
WM-HPL-HB-R1,845060049961,8.45,15.78,13.74
WM-HPL-HB-R2,845060049978,9.52,16.78,14.74
WM-HPL-HB-R3,845060049985,11.66,20.78,17.74
WM-CL-HL-14W-50K-E26,845060018998,11.98,19.78,16.74
WM-CL-HL-27W-50K-E26,845060019032,14.87,23.78,20.74
WM-CL-HL-27W-30K-E26,845060019025,14.98,23.78,20.74
WM-CL-HL-36W-30K-E26,845060019049,22.98,36.78,31.74
WM-CL-HL-36W-50K-E39,845060019070,23.98,38.78,33.74
WM-CL-HL-36W-30K-E39,845060019056,23.98,38.78,33.74
WM-CL-HL-45W-50K-E39,845060019094,24.98,39.78,34.74
WM-CL-HL-45W-30K-E39,845060019087,24.98,39.78,34.74
WM-CL-HL-54W-50K-E39,845060019117,25.98,41.78,36.74
WM-CL-HL-54W-30K-E39,845060019100,25.98,41.78,36.74
WM-CL-HL-75W-30K-E39,845060019124,41.98,66.78,58.74
WM-CL-HL-100W-30K-E39,845060019148,51.98,82.78,72.74
WM-CL-HL-125W-50K-E39,845060019179,57.98,92.78,80.74
WM-CL-HL-200W-50K-E39,845060023794,213.90,374.78,327.74
WM-CL-HL-240W-50K-E39,845060033106,224.90,390.78,341.74
WM-CL-HL-300W-50K-E39,845060054163,240.90,400.78,349.74
WM-CL-HL-200W-50K-E39-EXTR,845060062342,171.98,273.78,238.74
WM-CL-HL-200W-50K-E39-480V,845060025965,322.94,512.78,448.74
WM-E26-ENLARGER,845060036787,2.30,3.65,3.19
WM-E39-REDUCER,845060036794,3.53,5.61,4.90
WM-CL-FLT-54W-50K-E39,845060022391,53.90,103.78,91.74
WM-CL-FLT-75W-50K-E39,845060022414,90.90,161.78,143.74
WM-CL-FLT-115W-50K-E39,845060022438,106.90,187.78,166.74
WM-CL-PT2-40W-50K-E39,845060019209,60.90,101.78,90.74
WM-CL-PT2-40W-30K-E39,845060019193,60.90,101.78,90.74
WM-CL-CONST-75W-50K,845060033076,141.90,249.78,220.74
WM-CL-CONST-40W-50K,845060053432,79.90,139.78,123.74
WM-CL-CONST-100W-50K,845060003895,110.90,193.78,171.74
WM-VTU-12W-30K,845060007121,58.90,104.78,92.74
WM-VTU-12W-50K,845060007138,58.90,104.78,92.74
WM-VTU-20W-30K,845060007145,60.90,107.78,95.74
WM-VTU-20W-50K,845060007152,60.90,107.78,95.74
WM-VT-CM-12W-50K,845060002591,49.98,79.78,70.74
WM-LPNG-2X2-4KLM-50K-D,845060053296,29.90,55.78,48.74
WM-LPNG-2X2-4KLM-40K-D,845060053289,29.90,55.78,48.74
WM-LPNG-2X2-4KLM-35K-D,845060053272,29.90,55.78,48.74
WM-LPNG-2X2-4KLM-27K-D,845060053456,29.90,55.78,48.74
WM-LPNG-2X2-MCTP,845060057751,35.90,63.78,55.74
WM-LPNG-2X4-4KLM-50K-D,845060046731,49.90,88.78,77.74
WM-LPNG-2X4-4KLM-40K-D,845060046717,49.90,88.78,77.74
WM-LPNG-2X4-4KLM-35K-D,845060046700,49.90,88.78,77.74
WM-LPNG-2X4-5KLM-50K-D,845060053326,52.90,92.78,80.74
WM-LPNG-2X4-5KLM-40K-D,845060053319,52.90,92.78,80.74
WM-LPNG-2X4-5KLM-35K-D,845060053302,52.90,92.78,80.74
WM-LPNG-2X4-5KLM-27K-D,845060053463,52.90,92.78,80.74
WM-LPNG-2X4-6KLM-50K-D,845060053357,57.90,103.78,90.74
WM-LPNG-2X4-6KLM-40K-D,845060053340,57.90,103.78,90.74
WM-LPNG-2X4-6KLM-35K-D,845060053333,57.90,103.78,90.74
WM-LPNG-2X4-6KLM-27K-D,845060053470,57.90,103.78,90.74
WM-LPNG-2X4-7KLM-50K-D,845060053388,70.90,130.78,113.74
WM-LPNG-2X4-7KLM-40K-D,845060053371,70.90,130.78,113.74
WM-LPNG-2X4-7KLM-35K-D,845060053364,70.90,130.78,113.74
WM-LPNG-2X4-7KLM-27K-D,845060053487,70.90,130.78,113.74
WM-LPNG-2X4-MCTP,845060057768,58.90,104.78,91.74
WM-LPNG-1X4-4KLM-50K-D,845060053265,35.90,66.78,58.74
WM-LPNG-1X4-4KLM-40K-D,845060053258,35.90,66.78,58.74
WM-LPNG-1X4-4KLM-35K-D,845060053241,35.90,66.78,58.74
WM-LPNG-1X4-4KLM-27K-D,845060053449,35.90,66.78,58.74
WM-LPNG-1X4-MCTP,845060057775,42.90,76.78,66.74
WM-LPNG-RMK-1X4,845060057287,36.90,61.78,54.74
WM-LPNG-RMK-2X2,845060057294,27.90,47.78,41.74
WM-LPNG-RMK-2X4,845060057300,39.90,66.78,58.74
WM-LPNG-SRFC-2X2,845060057263,25.90,44.78,38.74
WM-LPNG-SRFC-2X4,845060057270,37.90,63.78,55.74
WM-LPNG-SRFC-1X4,845060057256,34.90,58.78,51.74
WM-TGL-2X2-30K,845060052244,39.98,63.78,55.74
WM-TGL-2X4-30K,845060052268,61.98,98.78,86.74
WM-ELB-TBAR1,845060054835,9.57,15.78,13.74
WM-LP-1X4-40W-50K-DS-EM,845060018820,86.98,138.78,120.74
WM-LP-1X4-40W-40K-DS-EM,845060018813,86.98,138.78,120.74
WM-LP-2X4-MW-35K-DS,845060018066,42.98,68.78,59.74
WM-LP-2X2-40W-50K-D-HL,845060003352,55.90,111.78,97.74
WM-LP-2X2-40W-40K-D-HL,845060003369,55.90,111.78,97.74
WM-LP-2X4-50W-50K-D-HL,845060003376,82.90,142.78,124.74
WM-LP-2X4-50W-40K-D-HL,845060003383,82.90,142.78,124.74
WM-LP-RMK-1X4-G2,845060025149,26.94,42.78,37.74
WM-LP-RMK-2X2-G2,845060025156,21.34,33.78,29.74
WM-LP-RMK-2X4-G2,845060025163,28.94,45.78,40.74
WM-LPNG-EMMB,845060053593,13.54,21.78,18.74
WM-LPNG-EMMB-1X4,845060053586,14.82,23.78,20.74
WM-LPS-S4-50K-D,845060024555,16.90,30.78,25.74
WM-LPS-S4-40K-D,845060024548,16.90,30.78,25.74
WM-LPS-S4-30K-D,845060024531,16.90,30.78,25.74
WM-LPS-S6-50K-D,845060024586,19.90,34.78,30.74
WM-LPS-S6-40K-D,845060024579,19.90,34.78,30.74
WM-LPS-S6-30K-D,845060024562,19.90,34.78,30.74
WM-LPS-S8-50K-D,845060024616,30.90,55.78,47.74
WM-LPS-S8-40K-D,845060024609,30.90,55.78,47.74
WM-LPS-S8-30K-D,845060024593,30.90,55.78,47.74
WM-LPS-1X1-50K-D,845060024647,42.90,76.78,65.74
WM-LPS-1X1-40K-D,845060024630,42.90,76.78,65.74
WM-LPS-1X1-30K-D,845060024623,42.90,76.78,65.74
WM-LPS-1X2-50K-D,845060024678,57.90,101.78,87.74
WM-LPS-1X2-40K-D,845060024661,57.90,101.78,87.74
WM-LPS-1X2-30K-D,845060024654,57.90,101.78,87.74
WM-LPS-1X4-50K-D,845060024708,83.90,146.78,125.74
WM-LPS-1X4-40K-D,845060024692,83.90,146.78,125.74
WM-LPS-1X4-30K-D,845060024685,83.90,146.78,125.74
WM-LPS-2X2-50K-D,845060024739,80.90,134.78,116.74
WM-LPS-2X2-40K-D,845060024722,80.90,134.78,116.74
WM-LPS-2X2-30K-D,845060024715,80.90,134.78,116.74
WM-LPS-2X4-50K-D,845060024760,101.90,179.78,154.74
WM-LPS-2X4-40K-D,845060024753,101.90,179.78,154.74
WM-LPS-2X4-30K-D,845060024746,101.90,179.78,154.74
WM-LPS-JBOX,845060031713,4.90,7.78,6.70
WM-LTRE-2X2-MCTP,845060054231,52.90,88.78,77.74
WM-LTRE-2X4-MCTP,845060054248,81.90,136.78,119.74
WM-LTRE-1X4-MCTP,845060057973,78.90,131.78,115.74
WM-LTRP-2X2-35W-50K-D,845060026429,37.98,60.78,52.74
WM-LTRP-2X4-50W-50K-D,845060026443,63.98,101.78,88.74
WM-LTR-2X2-40W-35K-D,845060037869,60.90,115.78,101.74
WM-LTR-2X2-40W-40K-D,845060037883,60.90,115.78,101.74
WM-LTR-2X2-40W-50K-D,845060037890,60.90,115.78,101.74
WM-LTR-2X4-50W-35K-D,845060037876,96.90,180.78,158.74
WM-LTR-2X4-50W-40K-D,845060037906,96.90,180.78,158.74
WM-LTR-2X4-50W-50K-D,845060037913,96.90,180.78,158.74
WM-LTR-2X2-40W-35K-D-PERF,845060057980,76.90,157.78,137.74
WM-LTR-2X2-40W-40K-D-PERF,845060057997,76.90,157.78,137.74
WM-LTR-2X2-40W-50K-D-PERF,845060058000,76.90,157.78,137.74
WM-LTR-2X4-50W-35K-D-PERF,845060058017,120.90,230.78,201.74
WM-LTR-2X4-50W-40K-D-PERF,845060058024,120.90,230.78,201.74
WM-LTR-2X4-50W-50K-D-PERF,845060058031,120.90,230.78,201.74
WM-LRT-HL-2X2-40W-40K-D,845060031379,53.90,93.78,81.74
WM-LRT-HL-2X4-50W-40K-D,845060031409,85.90,150.78,131.74
WM-WAE-2FT-MCT-D,845060053203,24.90,44.78,38.74
WM-WAE-2FT-MCT-DT,845060053210,25.90,45.78,39.74
WM-WAE-2FT-RL,845060053234,6.40,10.78,8.74
WM-WAE-4FT-30K-D,845060053159,27.90,49.78,42.74
WM-WAE-4FT-40K-D,845060053166,27.90,49.78,42.74
WM-WAE-4FT-50K-D,845060053173,27.90,49.78,42.74
WM-WAE-4FT-MCT-D,845060053180,33.90,58.78,50.74
WM-WAE-4FT-MCT-DT,845060053197,34.90,61.78,53.74
WM-WAE-4FT-MCTP,845060057645,38.90,68.78,58.74
WM-WAE-4FT-RL,845060053227,8.54,13.78,11.74
WM-WAS-4FT-42W-35K-D,845060047868,43.90,77.78,68.74
WM-WAS-4FT-42W-40K-D,845060013269,43.90,77.78,68.74
WM-WAS-4FT-42W-50K-D,845060047929,43.90,77.78,68.74
WM-WA-2FT-25W-35K-D,845060047738,60.90,114.78,101.74
WM-WA-2FT-25W-40K-D,845060047745,60.90,114.78,101.74
WM-WA-2FT-25W-50K-D,845060047752,60.90,114.78,101.74
WM-WA-4FT-30W-35K-D,845060047769,63.90,131.78,116.74
WM-WA-4FT-30W-40K-D,845060047806,63.90,131.78,116.74
WM-WA-4FT-30W-50K-D,845060047837,63.90,131.78,116.74
WM-WA-4FT-30W-MCT-D,845060057188,82.94,131.78,116.74
WM-SLR-4FT-40W-50K-D,845060006216,40.90,72.78,64.74
WM-LSP-4FT-40W-40K,845060047073,18.08,28.78,25.74
WM-LSS-2FT-20W-MCT,845060049442,35.90,63.78,54.74
WM-LSS-2FT-20W-MCT-BK,845060050332,42.90,76.78,65.74
WM-LSS-4FT-34W-MCTP,845060058932,41.90,72.78,62.74
WM-LSS-4FT-46W-MCTP,845060058949,45.90,82.78,71.74
WM-LSS-4FT-46W-MCTP-BK,845060058895,55.90,98.78,84.74
WM-LSS-8FT-65W-MCT,845060045758,92.90,163.78,140.74
WM-LSS-8FT-65W-MCT-BK,845060045918,112.90,198.78,170.74
WM-LSS-8FT-90W-MCTP,845060073720,106.90,187.78,161.74
WM-LSS-8FT-90W-MCTP-BK,845060073737,128.90,225.78,194.74
WM-LSS-CB2,845060058918,5.24,10.78,8.74
WM-LSS-CB2-BK,845060058925,6.31,11.78,10.74
WM-LSS-4FT-25W-MCT,845060049435,37.90,65.78,56.74
WM-LSS-4FT-32W-MCT,845060049411,40.90,71.78,61.74
